record_id,month,day,year,site_id,species_id,sex,hindfoot_length,weight
34037,5,15,2002,22,PB,M,26,16
34038,5,15,2002,22,PB,M,27,32
34039,5,15,2002,22,PB,F,27,35
34040,5,15,2002,22,PB,M,26,37
34041,5,15,2002,22,PB,F,26,29
34042,5,15,2002,23,PE,M,20,11
34043,5,15,2002,24,PE,M,19,20
34044,5,15,2002,24,PE,F,20,24
34045,5,15,2002,7,PP,F,22,16
34047,5,15,2002,7,PP,F,23,19
34048,5,16,2002,3,PB,F,26,17
34049,5,16,2002,3,DO,F,35,55
34050,5,16,2002,3,DM,F,36,48
34051,5,16,2002,3,PB,F,27,39
34052,5,16,2002,3,PP,M,23,21
34053,5,16,2002,3,PP,M,23,20
34054,5,16,2002,3,PB,M,27,48
34055,5,16,2002,3,PB,F,26,32
34056,5,16,2002,3,PB,F,25,18
34057,5,16,2002,3,PF,F,15,9
34058,5,16,2002,3,PP,F,23,17
34059,5,16,2002,3,PP,M,22,20
34060,5,16,2002,3,DM,M,36,55
34061,5,16,2002,3,PB,M,27,37
34062,5,16,2002,3,PB,M,29,39
34063,5,16,2002,3,DO,M,36,52
34064,5,16,2002,3,PP,F,23,18
34065,5,16,2002,3,DO,M,36,32
34066,5,16,2002,3,DO,M,37,29
34067,5,16,2002,3,DM,F,36,50
34068,5,16,2002,3,DM,M,37,48
34069,5,16,2002,4,DM,F,37,46
34070,5,16,2002,4,PB,M,25,18
34071,5,16,2002,4,PF,M,15,7
34072,5,16,2002,4,PP,F,22,17
34074,5,16,2002,4,PP,F,22,22
34075,5,16,2002,4,DO,M,36,50
34076,5,16,2002,4,DM,F,36,49
34077,5,16,2002,4,DM,M,36,51
34078,5,16,2002,4,PB,M,26,22
34079,5,16,2002,4,DO,F,36,50
34080,5,16,2002,6,PB,F,26,32
34081,5,16,2002,6,DO,M,34,55
34082,5,16,2002,6,PB,F,26,29
34083,5,16,2002,6,DO,F,33,24
34084,5,16,2002,6,PB,M,27,35
34085,5,16,2002,6,PB,M,26,32
34086,5,16,2002,6,DO,F,36,55
34087,5,16,2002,6,PB,F,26,32
34088,5,16,2002,6,PB,F,25,32
34089,5,16,2002,6,DO,M,34,44
34090,5,16,2002,6,PB,F,25,17
34091,5,16,2002,6,SH,F,29,75
34092,5,16,2002,6,PP,M,24,21
34093,5,16,2002,6,PB,F,25,17
34094,5,16,2002,6,PP,F,22,20
34095,5,16,2002,6,PB,M,26,19
34096,5,16,2002,6,PP,M,22,20
34097,5,16,2002,6,DO,M,35,24
34098,5,16,2002,6,PB,M,26,23
34099,5,16,2002,6,PP,F,22,22
34100,5,16,2002,6,PB,F,26,36
34101,5,16,2002,6,PB,F,25,36
34102,5,16,2002,6,PP,M,23,17
34103,5,16,2002,11,DM,M,36,46
34104,5,16,2002,11,PE,F,20,27
34105,5,16,2002,11,PB,F,26,31
34106,5,16,2002,11,DO,M,37,52
34108,5,16,2002,11,DO,M,35,37
34109,5,16,2002,11,DO,M,34,56
34110,5,16,2002,11,DO,F,32,45
34111,5,16,2002,11,PE,M,20,22
34112,5,16,2002,11,PP,F,23,20
34114,5,16,2002,11,DO,F,35,37
34116,5,16,2002,9,DM,M,36,49
34118,5,16,2002,9,DM,M,36,45
34119,5,16,2002,9,PP,M,22,20
34120,5,16,2002,9,PP,F,22,18
34121,5,16,2002,9,PP,M,22,18
34122,5,16,2002,9,DM,F,35,45
34123,5,16,2002,9,PP,F,22,17
34124,5,16,2002,9,OT,F,20,26
34125,5,16,2002,9,DM,M,37,48
34126,5,16,2002,9,DM,F,35,25
34127,5,16,2002,9,DM,F,35,64
34128,5,16,2002,8,PP,M,22,20
34129,5,16,2002,8,PP,M,23,21
34130,5,16,2002,8,DO,F,36,60
34131,5,16,2002,8,PB,F,25,12
34132,5,16,2002,8,DM,M,36,42
34133,5,16,2002,8,DM,F,34,43
34134,5,16,2002,8,DO,F,35,47
34135,5,16,2002,8,DO,M,36,49
34136,5,16,2002,8,PP,F,22,18
34137,5,16,2002,8,OT,M,20,11
34138,5,16,2002,8,PB,F,26,29
34139,5,16,2002,8,PP,M,22,17
34140,5,16,2002,8,PP,F,23,13
34141,5,16,2002,8,PP,M,23,12
34142,5,16,2002,8,DO,M,38,44
34143,5,16,2002,8,PB,F,26,46
34144,5,16,2002,8,PB,F,26,18
34145,5,16,2002,8,PB,F,25,14
34146,5,16,2002,8,DO,F,36,44
34147,5,16,2002,8,DO,M,35,57
34148,5,16,2002,13,PB,M,27,40
34150,5,16,2002,13,OT,F,20,23
34151,5,16,2002,13,PB,M,26,41
34152,5,16,2002,13,PB,M,26,23
34153,5,16,2002,13,PB,M,26,26
34154,5,16,2002,13,PB,F,27,26
34155,5,16,2002,13,PB,F,27,42
34156,5,16,2002,14,DM,M,35,36
34157,5,16,2002,14,PP,M,22,18
34158,5,16,2002,14,DM,M,36,48
34159,5,16,2002,14,DM,M,34,47
34160,5,16,2002,14,DM,M,35,42
34161,5,16,2002,14,DM,F,35,37
34162,5,16,2002,14,DM,M,35,47
34163,5,16,2002,14,DM,M,35,48
34164,5,16,2002,14,DM,F,35,52
34165,5,16,2002,15,PP,F,21,15
34166,5,16,2002,15,PB,M,25,24
34167,5,16,2002,15,PB,F,27,33
34168,5,16,2002,15,PP,F,22,20
34169,5,16,2002,15,PP,M,23,18
34170,5,16,2002,15,PP,F,21,20
34172,5,16,2002,15,PB,F,27,23
34174,5,16,2002,5,RM,M,17,11
34175,5,16,2002,16,PB,M,25,35
34176,5,16,2002,16,DO,M,37,52
34177,5,16,2002,16,PE,M,18,13
34178,5,16,2002,16,PB,M,27,36
34180,6,15,2002,1,DO,F,34,39
34181,6,15,2002,1,PB,F,26,29
34182,6,15,2002,1,PB,F,26,30
34183,6,15,2002,1,PP,F,22,11
34184,6,15,2002,1,PP,M,24,23
34185,6,15,2002,1,PP,M,23,21
34186,6,15,2002,1,PP,M,22,17
34187,6,15,2002,1,PP,F,22,23
34188,6,15,2002,1,DM,M,37,49
34189,6,15,2002,1,PB,M,26,30
34190,6,15,2002,1,DM,F,37,45
34191,6,15,2002,1,PB,M,27,43
34192,6,15,2002,2,DM,F,35,50
34193,6,15,2002,2,PP,F,20,9
34194,6,15,2002,2,PE,F,21,25
34195,6,15,2002,2,PB,M,28,32
34196,6,15,2002,2,PB,F,26,45
34197,6,15,2002,2,PP,M,23,22
34198,6,15,2002,2,NL,F,31,139
34199,6,15,2002,12,DM,F,36,50
34200,6,15,2002,12,PP,M,23,22
34201,6,15,2002,12,DO,F,38,47
34202,6,15,2002,12,PP,F,22,21
34203,6,15,2002,12,PP,M,22,18
34204,6,15,2002,12,DO,M,38,52
34205,6,15,2002,12,PE,F,20,23
34206,6,15,2002,12,PP,F,22,19
34207,6,15,2002,12,DO,M,36,54
34208,6,15,2002,12,PP,F,22,18
34209,6,15,2002,12,OT,F,20,35
34210,6,15,2002,19,PB,F,26,24
34211,6,15,2002,19,PP,F,22,17
34212,6,15,2002,19,PP,M,23,18
34213,6,15,2002,19,PP,F,21,18
34214,6,15,2002,19,PB,F,26,31
34215,6,15,2002,19,PP,F,20,18
34216,6,15,2002,19,PP,M,23,18
34217,6,15,2002,19,PB,M,27,23
34218,6,15,2002,19,PB,F,26,34
34219,6,15,2002,19,PB,F,26,23
34220,6,15,2002,19,PB,M,28,43
34221,6,15,2002,19,PP,M,23,18
34222,6,15,2002,22,PB,F,26,35
34223,6,15,2002,22,PB,F,26,26
34224,6,15,2002,22,PB,M,26,24
34225,6,15,2002,22,PB,F,27,25
34226,6,15,2002,22,PB,M,27,35
34227,6,15,2002,22,PB,F,26,29
34229,6,15,2002,22,PB,M,28,39
34230,6,15,2002,22,PB,M,26,23
34231,6,15,2002,22,PB,M,26,25
34232,6,15,2002,18,PB,F,26,34
34233,6,15,2002,18,PB,F,23,28
34234,6,15,2002,18,PB,F,26,19
34235,6,15,2002,18,PB,F,26,25
34236,6,15,2002,18,PB,F,26,23
34237,6,15,2002,18,PB,M,26,18
34238,6,15,2002,18,PB,M,27,33
34239,6,15,2002,18,PB,F,26,20
34240,6,15,2002,18,PB,F,26,20
34241,6,15,2002,18,PB,M,27,45
34242,6,15,2002,18,PB,F,25,20
34243,6,15,2002,18,PB,M,27,33
34244,6,15,2002,17,PB,M,27,47
34245,6,15,2002,17,DM,M,37,50
34246,6,15,2002,17,PB,M,26,24
34247,6,15,2002,17,DM,F,38,50
34248,6,15,2002,17,DO,M,36,50
34249,6,15,2002,17,PP,F,21,13
34250,6,15,2002,17,PB,F,27,38
34251,6,15,2002,17,PP,F,21,17
34252,6,15,2002,17,PB,M,27,28
34253,6,15,2002,17,DM,F,36,50
34254,6,15,2002,17,PB,F,26,25
34255,6,15,2002,17,DM,M,36,51
34256,6,15,2002,17,DM,F,36,26
34258,6,15,2002,17,PB,F,27,20
34259,6,15,2002,21,PB,F,26,30
34260,6,15,2002,21,PB,F,26,22
34261,6,15,2002,21,PB,F,26,33
34262,6,15,2002,21,PB,M,26,21
34263,6,15,2002,21,PB,M,27,40
34264,6,15,2002,21,PB,M,27,28
34265,6,15,2002,21,PB,F,26,23
34266,6,15,2002,21,PB,F,27,33
34267,6,15,2002,21,PB,F,26,32
34268,6,15,2002,21,PB,F,25,21
34269,6,15,2002,21,PB,F,25,31
34271,6,15,2002,20,PB,F,25,22
34272,6,15,2002,20,PB,M,28,40
34273,6,15,2002,20,PB,M,26,42
34274,6,15,2002,20,PB,F,25,33
34275,6,15,2002,20,PB,F,25,29
34277,6,15,2002,20,NL,F,31,164
34278,6,15,2002,24,PE,M,20,15
34280,6,15,2002,23,RM,M,16,7
34281,6,15,2002,23,RM,F,14,9
34282,6,15,2002,7,PP,F,23,23
34284,6,15,2002,7,PP,M,22,18
34285,6,15,2002,7,PP,F,23,27
34286,6,15,2002,7,PP,F,22,16
34288,6,16,2002,3,DO,F,35,55
34289,6,16,2002,3,PB,F,27,32
34290,6,16,2002,3,DM,F,36,44
34291,6,16,2002,3,PP,M,22,12
34292,6,16,2002,3,PP,F,22,11
34293,6,16,2002,3,PB,M,26,34
34294,6,16,2002,3,PP,F,22,18
34295,6,16,2002,3,PI,M,22,21
34296,6,16,2002,3,PB,M,26,36
34297,6,16,2002,3,DM,M,36,53
34298,6,16,2002,3,PP,F,22,16
34299,6,16,2002,3,PB,F,25,34
34300,6,16,2002,4,PB,F,26,23
34301,6,16,2002,4,PP,F,23,18
34302,6,16,2002,4,PP,F,23,15
34303,6,16,2002,4,PP,F,23,20
34304,6,16,2002,4,DM,F,36,46
34305,6,16,2002,4,PB,M,26,28
34306,6,16,2002,4,PB,M,28,48
34307,6,16,2002,4,DO,M,35,50
34308,6,16,2002,4,DM,F,37,50
34309,6,16,2002,4,PB,F,26,27
34310,6,16,2002,4,PE,F,20,22
34311,6,16,2002,4,PP,M,22,16
34312,6,16,2002,6,PB,F,26,38
34313,6,16,2002,6,PP,M,21,8
34314,6,16,2002,6,PB,M,26,36
34315,6,16,2002,6,PP,F,22,17
34316,6,16,2002,6,PB,F,26,28
34317,6,16,2002,6,PP,F,21,15
34318,6,16,2002,6,DO,M,36,43
34319,6,16,2002,6,PP,F,22,19
34320,6,16,2002,6,PP,M,23,18
34321,6,16,2002,6,PB,F,26,33
34322,6,16,2002,6,DM,M,35,33
34323,6,16,2002,6,PB,M,26,22
34324,6,16,2002,6,PB,F,25,29
34325,6,16,2002,6,DO,F,36,50
34327,6,16,2002,11,DO,M,33,41
34328,6,16,2002,11,DO,M,36,49
34329,6,16,2002,11,PP,F,22,19
34330,6,16,2002,11,OT,M,20,23
34331,6,16,2002,11,DO,F,33,40
34332,6,16,2002,11,DO,M,36,43
34333,6,16,2002,11,PP,F,22,10
34334,6,16,2002,11,PP,M,23,20
34335,6,16,2002,11,DO,F,35,44
34336,6,16,2002,11,PP,M,23,20
34337,6,16,2002,9,PP,F,21,9
34339,6,16,2002,9,DM,M,36,25
34340,6,16,2002,9,PP,F,23,17
34341,6,16,2002,9,DM,F,36,48
34342,6,16,2002,9,DM,M,36,48
34343,6,16,2002,9,DM,F,36,41
34344,6,16,2002,9,PP,M,22,17
34345,6,16,2002,9,PP,M,21,10
34346,6,16,2002,9,DM,M,34,22
34347,6,16,2002,9,PP,F,22,11
34348,6,16,2002,9,PP,F,22,18
34349,6,16,2002,8,DM,M,35,42
34350,6,16,2002,8,DO,M,37,49
34351,6,16,2002,8,DO,M,35,36
34352,6,16,2002,8,DO,F,38,48
34353,6,16,2002,8,PP,M,21,9
34354,6,16,2002,8,PB,M,25,21
34355,6,16,2002,8,DO,M,37,51
34356,6,16,2002,8,DO,M,35,26
34357,6,16,2002,8,PB,F,26,21
34358,6,16,2002,8,PB,F,27,36
34359,6,16,2002,8,PP,M,22,21
34360,6,16,2002,8,DO,M,36,55
34361,6,16,2002,8,DO,M,37,45
34362,6,16,2002,8,PB,M,25,18
34363,6,16,2002,8,PP,M,22,11
34364,6,16,2002,8,PP,M,22,21
34365,6,16,2002,8,PP,F,22,18
34366,6,16,2002,8,DO,F,36,51
34367,6,16,2002,13,PB,M,26,26
34368,6,16,2002,13,PE,M,20,19
34369,6,16,2002,13,PB,M,27,41
34370,6,16,2002,13,PB,M,26,42
34371,6,16,2002,13,PB,F,26,30
34372,6,16,2002,13,DO,F,36,41
34373,6,16,2002,13,PB,F,27,31
34374,6,16,2002,13,PB,M,26,26
34375,6,16,2002,13,PB,F,26,27
34376,6,16,2002,13,PB,F,26,37
34378,6,16,2002,14,DM,F,36,46
34379,6,16,2002,14,DM,M,35,46
34380,6,16,2002,14,PP,M,22,17
34381,6,16,2002,14,PP,M,22,9
34382,6,16,2002,14,DM,M,35,38
34383,6,16,2002,14,DM,M,36,46
34384,6,16,2002,14,OT,M,21,23
34385,6,16,2002,14,DM,F,36,47
34386,6,16,2002,14,DM,M,35,46
34387,6,16,2002,14,NL,M,31,203
34388,6,16,2002,15,PB,F,26,37
34390,6,16,2002,15,PP,M,22,10
34391,6,16,2002,15,PB,M,26,17
34392,6,16,2002,15,PB,M,26,26
34393,6,16,2002,15,PP,F,22,19
34394,6,16,2002,15,PB,F,26,19
34395,6,16,2002,15,DM,M,36,35
34396,6,16,2002,15,PB,F,26,29
34397,6,16,2002,15,PB,F,26,17
34398,6,16,2002,15,PB,F,25,16
34399,6,16,2002,15,PP,M,22,16
34400,6,16,2002,15,PP,M,22,22
34401,6,16,2002,15,PB,F,26,26
34402,6,16,2002,15,PP,M,25,18
34403,6,16,2002,16,PF,F,16,5
34404,6,16,2002,16,PB,M,26,24
34405,6,16,2002,16,OT,F,20,24
34406,6,16,2002,16,PB,M,27,23
34407,6,16,2002,16,PB,F,26,27
34408,6,16,2002,5,PE,M,19,17
34410,7,13,2002,1,PP,F,23,15
34411,7,13,2002,1,DO,F,37,40
34412,7,13,2002,1,PB,M,27,28
34413,7,13,2002,1,PP,F,21,17
34414,7,13,2002,1,PB,M,26,23
34415,7,13,2002,1,DM,F,36,39
34416,7,13,2002,1,PP,F,22,18
34417,7,13,2002,1,PB,M,28,44
34418,7,13,2002,1,DM,M,37,50
34419,7,13,2002,1,PP,F,23,15
34420,7,13,2002,1,PP,M,23,21
34421,7,13,2002,1,PP,F,20,16
34422,7,13,2002,1,PP,F,21,15
34423,7,13,2002,2,PP,M,23,22
34424,7,13,2002,2,PB,F,25,34
34425,7,13,2002,2,PP,F,20,12
34426,7,13,2002,2,PE,F,21,22
34427,7,13,2002,2,PB,F,25,26
34428,7,13,2002,2,DM,F,34,46
34429,7,13,2002,2,PB,M,26,35
34430,7,13,2002,2,PP,F,19,13
34431,7,13,2002,2,DO,M,36,49
34432,7,13,2002,2,PP,F,21,18
34433,7,13,2002,2,PP,F,20,13
34434,7,13,2002,2,PP,M,22,15
34435,7,13,2002,12,DM,F,35,47
34436,7,13,2002,12,DO,M,35,52
34437,7,13,2002,12,DO,M,37,51
34439,7,13,2002,12,PP,F,21,10
34440,7,13,2002,12,PP,F,22,18
34441,7,13,2002,12,PI,M,22,20
34442,7,13,2002,12,NL,F,33,164
34443,7,13,2002,12,PP,F,22,21
34444,7,13,2002,12,PB,F,25,23
34445,7,13,2002,12,PP,M,21,14
34446,7,13,2002,12,PE,M,21,23
34447,7,13,2002,12,PP,M,22,23
34448,7,13,2002,12,PB,M,29,34
34449,7,13,2002,12,DO,M,35,56
34450,7,13,2002,19,PP,F,22,74
34451,7,13,2002,19,PB,M,27,30
34452,7,13,2002,19,PP,F,20,17
34453,7,13,2002,19,PP,M,22,10
34454,7,13,2002,19,PB,M,28,49
34455,7,13,2002,19,PB,F,26,34
34456,7,13,2002,19,PB,F,26,37
34457,7,13,2002,19,OT,F,21,34
34458,7,13,2002,19,PP,M,22,18
34459,7,13,2002,19,PP,M,23,20
34460,7,13,2002,19,PB,M,27,24
34461,7,13,2002,19,PB,F,25,30
34462,7,13,2002,19,PB,F,27,20
34463,7,13,2002,18,PB,F,26,31
34464,7,13,2002,18,PB,F,26,27
34465,7,13,2002,18,PB,F,26,24
34466,7,13,2002,18,PB,F,25,25
34468,7,13,2002,18,PB,F,25,35
34469,7,13,2002,18,SH,M,25,70
34470,7,13,2002,18,PB,F,26,23
34471,7,13,2002,18,PB,F,26,25
34472,7,13,2002,18,PB,F,25,25
34473,7,13,2002,18,PB,F,25,23
34474,7,13,2002,18,PB,F,26,31
34475,7,13,2002,17,OT,M,21,27
34476,7,13,2002,17,PB,M,26,28
34477,7,13,2002,17,DM,M,36,54
34478,7,13,2002,17,PP,F,21,11
34479,7,13,2002,17,PB,F,26,27
34480,7,13,2002,17,DM,F,36,49
34482,7,13,2002,17,DM,M,35,42
34483,7,13,2002,17,PP,F,22,16
34484,7,13,2002,17,PP,M,21,16
34485,7,13,2002,17,PB,F,27,26
34486,7,13,2002,17,PB,M,27,33
34487,7,13,2002,17,PP,F,20,16
34488,7,13,2002,17,DM,F,36,52
34489,7,13,2002,17,PB,F,27,25
34490,7,13,2002,20,PB,F,25,24
34491,7,13,2002,20,PP,F,23,15
34492,7,13,2002,20,PB,M,27,41
34493,7,13,2002,20,PB,M,27,29
34494,7,13,2002,20,PB,F,26,30
34496,7,13,2002,20,PP,M,22,13
34497,7,13,2002,20,PE,M,21,15
34498,7,13,2002,20,PB,M,27,40
34499,7,13,2002,20,PB,F,26,36
34500,7,13,2002,21,PB,F,26,36
34501,7,13,2002,21,PB,F,25,24
34502,7,13,2002,21,PB,F,26,33
34503,7,13,2002,21,PB,F,25,31
34504,7,13,2002,21,PB,F,26,27
34505,7,13,2002,21,PB,M,26,24
34506,7,13,2002,21,PB,F,26,26
34507,7,13,2002,21,PB,F,27,24
34509,7,13,2002,21,PB,F,25,30
34510,7,13,2002,22,PB,F,26,26
34511,7,13,2002,22,PB,M,27,31
34512,7,13,2002,22,PB,F,26,27
34513,7,13,2002,22,PB,F,26,20
34514,7,13,2002,22,PB,F,26,30
34515,7,13,2002,22,PB,M,26,26
34516,7,13,2002,22,PB,M,27,29
34517,7,13,2002,23,RO,M,17,11
34518,7,13,2002,23,DM,F,36,48
34519,7,13,2002,23,PE,F,20,23
34520,7,13,2002,7,OT,F,20,25
34521,7,13,2002,7,PP,F,22,17
34522,7,13,2002,7,PP,M,22,15
34523,7,13,2002,7,PP,F,21,20
34524,7,13,2002,7,PB,M,25,16
34525,7,13,2002,7,PP,M,24,15
34526,7,13,2002,24,PE,F,21,25
34527,7,13,2002,24,PP,F,21,15
34528,7,13,2002,24,RM,M,15,7
34529,7,13,2002,24,NL,F,29,90
34530,7,13,2002,24,SH,M,25,74
34532,7,14,2002,3,PB,F,25,34
34533,7,14,2002,3,DM,M,35,54
34534,7,14,2002,3,PB,F,26,34
34535,7,14,2002,3,OT,F,18,28
34536,7,14,2002,3,PP,F,22,15
34537,7,14,2002,3,PB,M,27,42
34538,7,14,2002,3,OT,F,21,28
34539,7,14,2002,3,PP,M,20,13
34540,7,14,2002,3,PP,M,23,17
34541,7,14,2002,3,PP,F,21,18
34542,7,14,2002,3,PB,F,26,27
34543,7,14,2002,3,PB,F,27,33
34544,7,14,2002,3,PP,M,23,16
34545,7,14,2002,3,PB,M,26,31
34546,7,14,2002,3,PB,M,27,35
34547,7,14,2002,3,PP,F,21,16
34548,7,14,2002,4,PB,M,28,30
34549,7,14,2002,4,PI,M,23,20
34550,7,14,2002,4,PB,M,25,25
34551,7,14,2002,4,PP,F,24,20
34552,7,14,2002,4,DM,F,36,47
34553,7,14,2002,4,PP,F,23,15
34554,7,14,2002,4,PB,F,25,30
34555,7,14,2002,4,PB,M,26,20
34556,7,14,2002,4,DM,F,35,54
34557,7,14,2002,4,PP,F,22,17
34558,7,14,2002,4,PF,F,15,7
34559,7,14,2002,4,PP,F,22,17
34560,7,14,2002,4,PB,F,26,26
34561,7,14,2002,6,PP,F,21,12
34562,7,14,2002,6,PP,F,23,19
34563,7,14,2002,6,PP,F,21,15
34564,7,14,2002,6,PB,M,25,26
34565,7,14,2002,6,PB,M,26,42
34566,7,14,2002,6,PP,M,19,11
34567,7,14,2002,6,PP,M,24,19
34568,7,14,2002,6,PB,F,25,22
34570,7,14,2002,6,PB,F,26,38
34571,7,14,2002,6,DO,M,37,51
34572,7,14,2002,6,PB,F,26,26
34573,7,14,2002,6,DO,M,36,39
34574,7,14,2002,6,PB,F,25,31
34576,7,14,2002,6,PB,F,25,26
34577,7,14,2002,6,PB,F,25,29
34578,7,14,2002,6,PP,F,23,18
34579,7,14,2002,6,PB,F,25,30
34580,7,14,2002,6,PB,F,25,34
34582,7,14,2002,11,DO,M,36,42
34583,7,14,2002,11,PP,F,22,13
34584,7,14,2002,11,DO,F,34,45
34585,7,14,2002,11,DO,M,37,52
34586,7,14,2002,11,PB,F,27,33
34587,7,14,2002,11,DO,M,35,54
34588,7,14,2002,11,PP,M,23,21
34589,7,14,2002,11,PP,F,23,14
34590,7,14,2002,11,PP,M,23,18
34591,7,14,2002,11,PP,M,22,13
34592,7,14,2002,11,PP,F,22,12
34593,7,14,2002,11,DO,F,35,39
34594,7,14,2002,9,OT,F,18,20
34595,7,14,2002,9,PP,F,23,19
34596,7,14,2002,9,PP,F,22,13
34597,7,14,2002,9,PP,F,23,18
34598,7,14,2002,9,OT,F,20,23
34599,7,14,2002,9,PP,F,22,17
34600,7,14,2002,9,PP,F,21,13
34601,7,14,2002,9,DO,F,37,47
34602,7,14,2002,9,PP,F,22,16
34603,7,14,2002,9,DM,M,36,46
34604,7,14,2002,9,PE,F,20,21
34605,7,14,2002,9,DM,F,36,60
34606,7,14,2002,9,PP,F,22,13
34607,7,14,2002,9,OT,M,20,25
34608,7,14,2002,9,PP,M,23,12
34609,7,14,2002,9,DM,M,37,35
34610,7,14,2002,8,PB,M,25,13
34611,7,14,2002,8,DO,M,37,52
34612,7,14,2002,8,PP,F,22,14
34613,7,14,2002,8,DO,F,36,47
34614,7,14,2002,8,DM,F,34,52
34615,7,14,2002,8,PP,M,23,16
34616,7,14,2002,8,DO,M,37,47
34617,7,14,2002,8,OT,M,18,19
34618,7,14,2002,8,DO,M,34,53
34619,7,14,2002,8,PP,F,23,13
34620,7,14,2002,8,DO,M,36,40
34621,7,14,2002,8,PP,F,22,12
34622,7,14,2002,8,PP,M,23,12
34623,7,14,2002,8,PP,F,23,16
34624,7,14,2002,8,PB,F,27,37
34625,7,14,2002,13,OT,F,21,21
34626,7,14,2002,13,PP,F,22,16
34627,7,14,2002,13,PB,M,25,21
34628,7,14,2002,13,PB,M,25,42
34629,7,14,2002,13,PB,M,25,29
34630,7,14,2002,13,PB,M,27,41
34631,7,14,2002,13,PP,F,22,11
34632,7,14,2002,13,PB,M,26,31
34633,7,14,2002,13,PP,M,21,13
34634,7,14,2002,13,PB,F,27,39
34635,7,14,2002,13,PB,M,27,31
34636,7,14,2002,13,PP,F,23,13
34637,7,14,2002,13,PB,F,26,25
34638,7,14,2002,14,PP,F,22,19
34639,7,14,2002,14,DM,F,36,40
34640,7,14,2002,14,DM,M,36,50
34641,7,14,2002,14,PP,M,23,12
34642,7,14,2002,14,PP,M,22,13
34644,7,14,2002,14,DM,M,36,47
34645,7,14,2002,14,DM,M,36,37
34646,7,14,2002,14,PP,M,23,14
34647,7,14,2002,14,DM,F,35,41
34648,7,14,2002,15,PP,F,22,15
34649,7,14,2002,15,PB,F,24,25
34650,7,14,2002,15,PP,F,23,17
34651,7,14,2002,15,PP,M,20,17
34652,7,14,2002,15,PB,F,25,29
34653,7,14,2002,15,PB,F,25,29
34654,7,14,2002,15,DM,F,36,42
34655,7,14,2002,15,PP,F,21,18
34656,7,14,2002,15,PB,M,25,29
34657,7,14,2002,15,PB,M,26,29
34658,7,14,2002,15,SH,M,27,57
34659,7,14,2002,15,PB,F,25,23
34660,7,14,2002,15,PP,M,22,17
34661,7,14,2002,16,OT,F,21,39
34662,7,14,2002,16,PP,F,22,16
34663,7,14,2002,16,RM,M,14,7
34665,7,14,2002,16,PE,M,21,16
34666,7,14,2002,16,PP,M,22,15
34667,7,14,2002,16,DM,F,36,45
34670,9,8,2002,1,DO,F,36,51
34671,9,8,2002,1,PP,F,22,18
34672,9,8,2002,2,DM,F,37,45
34674,9,8,2002,12,PI,M,22,21
34675,9,8,2002,12,DO,F,37,57
34676,9,8,2002,12,DM,F,36,60
34677,9,8,2002,12,NL,F,32,210
34678,9,8,2002,19,PB,M,27,33
34679,9,8,2002,19,PP,M,22,18
34680,9,8,2002,19,PB,F,26,36
34681,9,8,2002,18,PB,F,26,29
34682,9,8,2002,18,PB,F,27,38
34683,9,8,2002,17,PB,F,26,30
34685,9,8,2002,17,DM,F,37,50
34686,9,8,2002,17,PB,F,26,31
34687,9,8,2002,17,DM,M,35,47
34688,9,8,2002,17,NL,M,32,162
34689,9,8,2002,20,PB,F,26,48
34690,9,8,2002,20,NL,F,33,202
34691,9,8,2002,21,PB,M,28,36
34692,9,8,2002,21,PB,F,25,28
34693,9,8,2002,22,PB,M,26,30
34694,9,8,2002,22,PB,F,27,33
34695,9,8,2002,22,PP,M,24,21
34696,9,8,2002,7,PP,M,22,19
34697,9,8,2002,24,PP,M,22,18
34698,9,10,2002,15,PB,F,24,37
34700,9,10,2002,15,OT,F,20,31
34701,9,10,2002,15,PB,M,25,32
34702,9,10,2002,15,PB,F,27,38
34703,9,10,2002,14,DM,M,36,55
34704,9,10,2002,14,DM,F,37,50
34705,9,10,2002,14,DM,F,35,40
34706,9,10,2002,14,PP,M,21,17
34707,9,10,2002,14,DM,M,35,52
34709,9,10,2002,13,PP,M,22,20
34711,9,10,2002,13,PB,F,27,42
34712,9,10,2002,13,OT,M,19,26
34713,9,10,2002,13,PB,M,27,47
34714,9,10,2002,13,DO,F,35,64
34715,9,10,2002,13,PB,M,25,33
34716,9,10,2002,11,DO,F,34,62
34717,9,10,2002,9,PP,M,23,18
34718,9,10,2002,9,PP,M,21,14
34719,9,10,2002,9,PP,F,21,15
34720,9,10,2002,9,PP,F,22,18
34721,9,10,2002,9,DM,M,37,50
34722,9,10,2002,9,DM,M,37,48
34723,9,10,2002,9,PP,F,22,18
34724,9,10,2002,9,PP,F,22,17
34726,9,10,2002,8,PP,M,21,13
34727,9,10,2002,8,PP,M,21,19
34728,9,10,2002,8,PP,F,22,19
34729,9,10,2002,8,PB,F,27,37
34730,9,10,2002,8,DM,M,38,45
34731,9,10,2002,8,OT,M,20,11
34732,9,10,2002,8,DO,F,37,51
34733,9,10,2002,3,PB,F,27,46
34734,9,10,2002,3,PB,M,28,45
34735,9,10,2002,3,PP,M,21,13
34736,9,10,2002,3,PP,F,22,18
34738,9,10,2002,4,PB,F,25,29
34739,9,10,2002,4,PP,M,21,15
34740,9,10,2002,4,DO,F,37,57
34741,9,10,2002,4,DO,M,36,53
34742,9,10,2002,4,PP,F,21,17
34743,9,10,2002,6,PB,F,25,31
