index,record_id,month,day,year,site_id,species_id,sex,hindfoot_length,weight
605,32421,8,25,2001,17,PB,M,26,34
606,32422,8,25,2001,17,DM,M,36,41
607,32423,8,25,2001,17,PP,F,22,20
608,32424,8,25,2001,17,DM,F,36,50
609,32425,8,25,2001,17,PF,F,15,16
610,32426,8,25,2001,17,PP,M,22,15
611,32427,8,25,2001,17,DM,M,36,49
612,32428,8,25,2001,17,PB,M,27,35
613,32430,8,25,2001,17,PB,F,21,26
614,32431,8,25,2001,17,DM,M,36,44
615,32432,8,25,2001,17,PB,M,29,42
616,32433,8,25,2001,22,DM,M,37,43
617,32434,8,25,2001,22,PB,F,26,30
618,32435,8,25,2001,22,PB,F,27,31
619,32436,8,25,2001,22,PB,M,27,44
620,32437,8,25,2001,22,PP,M,23,18
621,32438,8,25,2001,22,PB,F,27,27
622,32439,8,25,2001,22,PP,M,25,20
623,32440,8,25,2001,22,PB,M,26,28
624,32441,8,25,2001,22,OT,F,21,21
625,32442,8,25,2001,22,PB,F,26,31
626,32443,8,25,2001,23,PE,F,24,24
627,32444,8,25,2001,23,PE,M,20,22
628,32445,8,25,2001,21,PB,F,26,28
629,32446,8,25,2001,21,PB,F,27,31
630,32447,8,25,2001,21,PB,F,27,30
631,32448,8,25,2001,21,PB,M,27,36
632,32449,8,25,2001,21,PB,F,27,39
633,32450,8,25,2001,21,PB,F,26,33
634,32451,8,25,2001,21,PB,F,26,23
635,32452,8,25,2001,21,PB,F,27,32
636,32453,8,25,2001,21,PB,F,26,37
637,32455,8,25,2001,21,PB,F,26,36
638,32456,8,25,2001,21,PB,F,27,31
639,32457,8,25,2001,21,PB,M,27,37
640,32459,8,25,2001,20,PB,F,26,29
641,32460,8,25,2001,20,PB,F,26,33
642,32461,8,25,2001,20,OT,F,21,20
643,32462,8,25,2001,20,PP,F,23,20
644,32463,8,25,2001,20,PP,F,22,17
645,32464,8,25,2001,20,PB,M,28,38
646,32465,8,25,2001,20,PB,M,27,33
647,32466,8,25,2001,20,PB,M,28,36
648,32467,8,25,2001,20,PB,F,26,35
649,32468,8,25,2001,20,PP,F,22,21
650,32469,8,25,2001,20,PP,F,22,18
651,32471,8,25,2001,20,PP,M,22,18
652,32472,8,25,2001,20,PB,F,27,27
653,32474,8,25,2001,7,PP,F,23,19
654,32475,8,25,2001,7,PP,M,23,16
655,32476,8,25,2001,7,PP,F,22,22
656,32477,8,25,2001,7,PB,M,28,32
657,32479,8,26,2001,3,PP,F,22,15
658,32480,8,26,2001,3,PP,F,22,15
659,32482,8,26,2001,3,PB,M,26,40
660,32484,8,26,2001,3,PB,M,27,33
661,32485,8,26,2001,3,PB,M,26,34
662,32486,8,26,2001,3,OT,M,20,24
663,32487,8,26,2001,3,PB,M,28,42
664,32488,8,26,2001,3,PB,F,25,28
665,32489,8,26,2001,3,PB,M,27,42
666,32490,8,26,2001,4,DM,F,38,51
667,32491,8,26,2001,4,PB,M,27,37
668,32492,8,26,2001,4,PP,M,23,21
669,32493,8,26,2001,4,PB,M,28,40
670,32494,8,26,2001,4,DM,F,36,48
671,32495,8,26,2001,4,PB,M,24,20
672,32496,8,26,2001,4,PP,F,22,18
673,32497,8,26,2001,4,PF,F,16,8
674,32498,8,26,2001,4,PP,M,22,16
675,32499,8,26,2001,6,PB,F,26,28
676,32500,8,26,2001,6,PB,F,26,28
677,32501,8,26,2001,6,PB,F,26,27
678,32502,8,26,2001,6,PP,F,22,17
679,32503,8,26,2001,6,PB,F,26,30
680,32504,8,26,2001,6,PB,M,26,24
681,32505,8,26,2001,6,PB,F,26,37
682,32506,8,26,2001,6,PP,F,22,17
683,32507,8,26,2001,6,OT,M,20,20
684,32508,8,26,2001,6,PB,F,26,24
685,32509,8,26,2001,6,PB,M,27,31
686,32510,8,26,2001,6,PB,F,26,29
687,32511,8,26,2001,6,PP,F,22,20
688,32512,8,26,2001,6,PP,F,22,16
689,32513,8,26,2001,6,OT,M,20,21
690,32514,8,26,2001,6,PP,F,22,15
691,32515,8,26,2001,6,PB,M,26,23
692,32516,8,26,2001,6,PB,M,27,28
693,32517,8,26,2001,11,PB,F,26,21
694,32518,8,26,2001,11,PB,M,27,31
695,32519,8,26,2001,11,PP,F,22,16
696,32520,8,26,2001,11,DM,M,37,49
697,32521,8,26,2001,11,DM,M,35,28
698,32522,8,26,2001,11,PB,M,25,18
699,32523,8,26,2001,11,PP,F,22,18
700,32524,8,26,2001,11,DM,F,37,44
701,32525,8,26,2001,11,DM,M,35,46
702,32526,8,26,2001,11,OT,F,21,24
703,32527,8,26,2001,11,OT,M,20,27
704,32528,8,26,2001,11,PB,F,28,30
705,32529,8,26,2001,11,PE,M,19,18
706,32530,8,26,2001,11,OT,M,20,20
707,32531,8,26,2001,11,DM,M,36,50
708,32532,8,26,2001,9,DM,M,36,45
709,32533,8,26,2001,9,DM,F,36,49
710,32534,8,26,2001,9,DM,F,35,41
711,32535,8,26,2001,9,DM,F,35,44
712,32536,8,26,2001,9,PP,F,22,17
713,32537,8,26,2001,9,PP,F,23,15
714,32538,8,26,2001,9,DM,M,35,24
715,32539,8,26,2001,9,OT,M,21,25
716,32540,8,26,2001,8,PP,M,21,13
717,32541,8,26,2001,8,OT,F,20,30
718,32542,8,26,2001,8,PB,F,27,32
719,32543,8,26,2001,8,PP,F,22,21
720,32544,8,26,2001,8,DO,M,35,59
721,32545,8,26,2001,8,OT,M,21,19
722,32546,8,26,2001,8,PB,F,26,25
723,32547,8,26,2001,8,OT,M,21,22
724,32548,8,26,2001,8,PP,F,22,18
725,32549,8,26,2001,8,PP,M,22,19
726,32550,8,26,2001,8,PB,F,27,30
727,32551,8,26,2001,8,PP,M,21,15
728,32552,8,26,2001,8,PP,M,21,16
729,32553,8,26,2001,8,PB,M,28,34
730,32554,8,26,2001,8,PP,M,21,13
731,32555,8,26,2001,8,DO,F,38,64
732,32556,8,26,2001,8,PP,F,22,16
733,32557,8,26,2001,8,PP,F,23,16
734,32558,8,26,2001,8,PP,M,22,16
735,32559,8,26,2001,13,PP,M,22,18
736,32560,8,26,2001,13,PB,M,26,31
737,32561,8,26,2001,13,PB,F,27,33
738,32562,8,26,2001,13,OT,F,20,17
739,32564,8,26,2001,13,OT,M,21,24
740,32565,8,26,2001,13,PB,F,28,40
741,32566,8,26,2001,13,OT,F,20,21
742,32567,8,26,2001,13,PB,F,25,28
743,32568,8,26,2001,14,DM,F,37,51
744,32569,8,26,2001,14,PB,M,28,29
745,32570,8,26,2001,14,DM,F,37,38
746,32571,8,26,2001,14,DM,M,36,31
747,32572,8,26,2001,14,DM,F,36,45
748,32573,8,26,2001,14,DM,M,37,33
749,32575,8,26,2001,14,DM,M,36,46
750,32576,8,26,2001,14,DM,F,36,44
751,32577,8,26,2001,14,PP,F,21,13
752,32578,8,26,2001,14,DM,F,36,51
753,32579,8,26,2001,14,PP,F,23,15
754,32581,8,26,2001,15,PP,F,21,16
755,32582,8,26,2001,15,PP,F,22,18
756,32583,8,26,2001,15,PB,F,27,34
757,32584,8,26,2001,15,PP,F,23,17
758,32585,8,26,2001,15,PB,M,26,32
759,32589,9,22,2001,1,DM,M,36,42
760,32590,9,22,2001,1,PB,F,25,26
761,32591,9,22,2001,1,PP,M,23,19
762,32592,9,22,2001,1,DO,M,37,58
763,32593,9,22,2001,1,PB,F,26,30
764,32594,9,22,2001,1,PP,M,23,19
765,32595,9,22,2001,1,PB,M,27,43
766,32596,9,22,2001,1,PP,F,22,18
767,32597,9,22,2001,1,NL,M,36,187
768,32598,9,22,2001,2,OT,M,20,24
769,32599,9,22,2001,2,PP,M,22,20
770,32600,9,22,2001,2,PB,M,27,40
771,32601,9,22,2001,2,DM,M,34,24
772,32602,9,22,2001,2,OT,M,20,23
773,32603,9,22,2001,2,PB,F,27,34
774,32604,9,22,2001,2,DM,M,36,47
775,32605,9,22,2001,2,DM,F,36,43
776,32606,9,22,2001,2,PP,M,24,19
777,32607,9,22,2001,2,DM,M,37,50
778,32608,9,22,2001,2,PP,M,22,18
779,32609,9,22,2001,2,PP,M,23,17
780,32610,9,22,2001,12,PP,M,22,21
781,32611,9,22,2001,12,PP,F,22,17
782,32612,9,22,2001,12,PP,M,21,15
783,32613,9,22,2001,12,DO,M,36,58
784,32614,9,22,2001,12,PP,F,22,19
785,32615,9,22,2001,12,DM,F,37,45
786,32616,9,22,2001,12,DM,M,36,49
787,32617,9,22,2001,12,DO,M,38,60
788,32618,9,22,2001,12,PE,F,20,21
789,32619,9,22,2001,12,PP,F,22,18
790,32620,9,22,2001,19,PB,F,26,30
791,32621,9,22,2001,19,PB,F,27,30
792,32622,9,22,2001,19,PB,F,27,27
793,32624,9,22,2001,19,PP,F,21,16
794,32625,9,22,2001,19,PB,M,27,41
795,32626,9,22,2001,19,OT,F,21,21
796,32627,9,22,2001,19,PP,F,22,16
797,32628,9,22,2001,19,PB,M,29,42
798,32629,9,22,2001,19,PP,M,23,20
799,32630,9,22,2001,19,PB,F,26,25
800,32631,9,22,2001,18,PB,M,28,43
801,32632,9,22,2001,18,PB,F,26,29
802,32633,9,22,2001,18,PB,M,26,32
803,32634,9,22,2001,18,PB,F,26,30
804,32635,9,22,2001,18,PB,F,26,25
805,32636,9,22,2001,18,PB,F,26,27
806,32637,9,22,2001,18,PB,F,26,25
807,32638,9,22,2001,18,PB,F,27,31
808,32639,9,22,2001,17,DM,M,36,44
809,32641,9,22,2001,17,PB,F,27,33
810,32642,9,22,2001,17,PP,M,23,18
811,32643,9,22,2001,17,DM,F,35,57
812,32644,9,22,2001,17,DM,M,35,48
813,32645,9,22,2001,17,DM,F,33,26
814,32646,9,22,2001,17,PB,M,27,41
815,32647,9,22,2001,17,DM,M,36,49
816,32648,9,22,2001,17,PB,F,27,29
817,32649,9,22,2001,17,PP,M,22,17
818,32650,9,22,2001,17,PP,F,22,18
819,32651,9,22,2001,17,DM,F,33,21
820,32652,9,22,2001,20,PB,M,27,32
821,32653,9,22,2001,20,PB,F,26,32
822,32654,9,22,2001,20,OT,M,20,20
823,32655,9,22,2001,20,PB,F,26,28
824,32656,9,22,2001,20,PB,M,27,37
825,32657,9,22,2001,20,NL,F,28,191
826,32658,9,22,2001,20,PP,M,22,15
827,32659,9,22,2001,20,PB,F,27,34
828,32660,9,22,2001,20,PB,M,26,29
829,32661,9,22,2001,20,PP,F,22,18
830,32662,9,22,2001,23,PB,M,26,34
831,32663,9,22,2001,21,PB,F,25,31
832,32664,9,22,2001,21,PB,F,26,30
833,32665,9,22,2001,21,PB,F,26,33
834,32666,9,22,2001,21,PB,M,28,38
835,32667,9,22,2001,21,PB,F,26,30
836,32668,9,22,2001,21,PB,F,26,32
837,32669,9,22,2001,21,PB,M,27,33
838,32670,9,22,2001,21,PB,F,27,32
839,32672,9,22,2001,21,PB,F,26,39
840,32673,9,22,2001,21,OT,F,20,22
841,32674,9,22,2001,21,PB,M,27,36
842,32675,9,22,2001,21,PB,M,28,33
843,32676,9,22,2001,21,PB,F,25,30
844,32677,9,22,2001,21,PB,F,26,26
845,32678,9,22,2001,22,PB,M,28,40
846,32679,9,22,2001,22,PP,M,23,17
847,32680,9,22,2001,22,DM,M,36,56
848,32681,9,22,2001,22,PB,M,27,32
849,32682,9,22,2001,22,PB,F,27,26
850,32683,9,22,2001,22,DM,M,37,50
851,32684,9,22,2001,22,PB,F,26,28
852,32685,9,22,2001,22,OT,F,21,19
853,32686,9,22,2001,7,PP,M,23,16
854,32687,9,22,2001,7,PP,M,22,19
855,32688,9,22,2001,7,PP,M,24,16
856,32689,9,22,2001,24,PP,F,21,16
857,32690,9,22,2001,24,PF,M,14,6
858,32691,9,22,2001,24,NL,M,30,197
859,32692,9,22,2001,24,NL,M,29,185
860,32693,9,23,2001,3,OT,M,20,21
861,32694,9,23,2001,3,OT,M,21,24
862,32695,9,23,2001,3,PP,F,23,15
863,32696,9,23,2001,3,PP,F,22,14
864,32697,9,23,2001,3,PB,M,27,35
865,32698,9,23,2001,3,PB,F,26,34
866,32699,9,23,2001,3,PB,M,26,35
867,32700,9,23,2001,3,PB,F,25,28
868,32701,9,23,2001,3,PB,M,27,40
869,32702,9,23,2001,3,PP,F,23,15
870,32703,9,23,2001,3,PB,M,27,49
871,32704,9,23,2001,3,DO,F,36,53
872,32705,9,23,2001,3,PB,M,27,41
873,32706,9,23,2001,3,PB,F,26,27
874,32707,9,23,2001,3,OT,F,21,30
875,32708,9,23,2001,3,PI,M,23,17
876,32709,9,23,2001,4,PP,M,22,14
877,32710,9,23,2001,4,PP,F,22,12
878,32711,9,23,2001,4,DO,F,37,57
879,32712,9,23,2001,4,PB,M,28,43
880,32713,9,23,2001,4,DM,F,36,47
881,32714,9,23,2001,4,PF,F,16,10
882,32715,9,23,2001,4,DM,F,35,24
883,32716,9,23,2001,4,DM,F,37,52
884,32718,9,23,2001,4,PP,M,23,20
885,32719,9,23,2001,4,PB,F,26,24
886,32720,9,23,2001,4,DM,M,34,23
887,32721,9,23,2001,6,PB,F,26,29
888,32722,9,23,2001,6,PP,F,22,15
889,32723,9,23,2001,6,PB,M,26,32
890,32724,9,23,2001,6,PB,M,26,31
891,32725,9,23,2001,6,PB,F,26,30
892,32726,9,23,2001,6,PB,F,25,28
893,32727,9,23,2001,6,OT,M,20,23
894,32728,9,23,2001,6,PB,F,25,25
895,32729,9,23,2001,6,PB,M,26,31
896,32730,9,23,2001,6,PB,F,26,34
897,32731,9,23,2001,6,PB,F,25,26
898,32732,9,23,2001,11,PB,F,27,32
899,32733,9,23,2001,11,DM,F,35,52
900,32734,9,23,2001,11,OT,F,21,20
901,32735,9,23,2001,11,OT,M,20,22
902,32736,9,23,2001,11,PP,F,22,17
903,32738,9,23,2001,11,PB,M,26,20
904,32739,9,23,2001,11,DM,F,35,51
905,32740,9,23,2001,11,PB,F,27,29
906,32741,9,23,2001,11,PB,M,27,32
907,32742,9,23,2001,11,PB,F,26,26
908,32743,9,23,2001,9,OT,F,20,18
909,32744,9,23,2001,9,DM,F,36,47
910,32745,9,23,2001,9,DM,F,37,51
911,32746,9,23,2001,9,DM,F,35,41
912,32747,9,23,2001,9,PP,M,23,19
913,32748,9,23,2001,9,OT,M,20,23
914,32749,9,23,2001,9,DM,M,35,42
915,32750,9,23,2001,9,PP,F,22,15
916,32751,9,23,2001,9,DM,M,37,47
917,32752,9,23,2001,9,PP,M,22,24
918,32754,9,23,2001,8,PB,M,27,34
919,32755,9,23,2001,8,PP,F,22,15
920,32756,9,23,2001,8,PP,M,22,15
921,32757,9,23,2001,8,PB,F,25,27
922,32758,9,23,2001,8,PB,F,27,31
923,32759,9,23,2001,8,PP,M,23,16
924,32760,9,23,2001,8,PP,M,22,20
925,32761,9,23,2001,8,PP,F,23,15
926,32762,9,23,2001,8,DO,M,37,53
927,32763,9,23,2001,8,PP,M,22,16
928,32764,9,23,2001,8,DO,M,36,60
929,32765,9,23,2001,8,PB,F,26,35
930,32766,9,23,2001,13,PP,M,23,17
931,32767,9,23,2001,13,PB,M,27,33
932,32769,9,23,2001,13,PB,M,27,32
933,32770,9,23,2001,13,PB,F,25,28
934,32771,9,23,2001,13,PB,M,26,41
935,32772,9,23,2001,13,PP,M,23,17
936,32773,9,23,2001,13,PB,F,27,35
937,32774,9,23,2001,13,PB,M,28,47
938,32775,9,23,2001,13,PP,F,23,14
939,32776,9,23,2001,13,PB,M,27,42
940,32777,9,23,2001,14,DM,M,35,27
941,32778,9,23,2001,14,DM,F,36,45
942,32780,9,23,2001,14,DM,M,38,52
943,32781,9,23,2001,14,PP,M,22,13
944,32782,9,23,2001,14,DM,F,36,39
945,32783,9,23,2001,14,DM,M,34,21
946,32784,9,23,2001,14,DM,F,36,30
947,32786,9,23,2001,14,DM,F,36,43
948,32787,9,23,2001,14,OT,F,20,24
949,32788,9,23,2001,14,DM,M,34,26
950,32789,9,23,2001,15,PP,F,22,13
951,32790,9,23,2001,15,PB,M,25,27
952,32791,9,23,2001,15,PP,M,22,15
953,32792,9,23,2001,15,PB,M,26,33
954,32794,9,23,2001,15,PB,F,26,27
955,32796,9,23,2001,15,PB,F,26,32
956,32797,9,23,2001,15,OT,M,20,24
957,32798,9,23,2001,5,PE,M,20,16
958,32799,9,23,2001,5,PP,M,23,36
959,32801,9,23,2001,16,OT,M,21,21
960,32802,9,23,2001,16,PB,M,27,26
961,32803,9,23,2001,16,PP,M,22,17
962,32805,10,13,2001,1,PP,M,23,18
963,32806,10,13,2001,1,PB,F,26,27
964,32807,10,13,2001,1,PB,F,27,26
965,32808,10,13,2001,1,DO,M,36,58
966,32809,10,13,2001,1,DM,M,37,44
967,32810,10,13,2001,1,PP,M,23,17
968,32811,10,13,2001,1,PB,F,26,29
969,32812,10,13,2001,1,PB,F,28,30
970,32813,10,13,2001,1,PB,F,27,31
971,32814,10,13,2001,1,NL,M,35,188
972,32815,10,13,2001,2,PE,M,20,31
973,32816,10,13,2001,2,SH,F,28,101
974,32817,10,13,2001,2,NL,F,29,72
975,32818,10,13,2001,2,OT,M,20,26
976,32819,10,13,2001,2,PP,M,23,19
977,32820,10,13,2001,2,OT,M,20,21
978,32821,10,13,2001,2,OT,M,20,22
979,32823,10,13,2001,2,OT,M,20,26
980,32824,10,13,2001,2,PP,M,23,19
981,32825,10,13,2001,2,PB,M,27,41
982,32826,10,13,2001,2,PB,F,26,32
983,32827,10,13,2001,2,DM,F,36,47
984,32828,10,13,2001,2,DM,M,36,46
985,32829,10,13,2001,2,OT,M,20,22
986,32830,10,13,2001,2,PP,M,21,16
987,32831,10,13,2001,12,DO,M,36,52
988,32832,10,13,2001,12,DM,M,36,49
989,32833,10,13,2001,12,OT,F,21,26
990,32834,10,13,2001,12,OT,F,22,21
991,32835,10,13,2001,12,DO,M,36,59
992,32836,10,13,2001,12,OT,M,20,27
993,32837,10,13,2001,12,PP,F,22,18
994,32838,10,13,2001,12,DM,F,37,47
995,32839,10,13,2001,19,OT,F,20,22
996,32840,10,13,2001,19,PB,F,26,30
997,32841,10,13,2001,19,PB,F,26,27
998,32842,10,13,2001,19,PP,M,22,17
999,32843,10,13,2001,19,PB,M,27,44
1000,32844,10,13,2001,19,OT,F,20,26
1001,32845,10,13,2001,19,PP,F,22,16
1002,32846,10,13,2001,19,PP,M,23,20
1003,32847,10,13,2001,18,PB,F,26,30
1004,32848,10,13,2001,18,PP,M,23,17
1005,32849,10,13,2001,18,PB,F,26,30
1006,32850,10,13,2001,18,PF,F,15,8
1007,32851,10,13,2001,18,PB,F,25,26
1008,32852,10,13,2001,18,PB,F,25,26
1009,32853,10,13,2001,18,PB,F,25,26
1010,32854,10,13,2001,17,DM,M,36,43
1011,32856,10,13,2001,17,PB,F,27,31
1012,32857,10,13,2001,17,OT,F,20,21
1013,32858,10,13,2001,17,PB,M,27,41
1014,32859,10,13,2001,17,DM,F,36,45
1015,32860,10,13,2001,17,OT,M,20,25
1016,32862,10,13,2001,17,DM,F,35,51
1017,32863,10,13,2001,22,PB,F,26,26
1018,32864,10,13,2001,22,DM,M,36,47
1019,32865,10,13,2001,22,PP,M,22,32
1020,32866,10,13,2001,22,PB,M,27,41
1021,32867,10,13,2001,22,OT,F,20,22
1022,32868,10,13,2001,22,PB,F,27,30
1023,32870,10,13,2001,22,PB,F,26,30
1024,32871,10,13,2001,22,DM,M,37,57
1025,32872,10,13,2001,22,PB,F,26,27
1026,32874,10,13,2001,21,PB,F,26,30
1027,32875,10,13,2001,21,PB,F,25,31
1028,32876,10,13,2001,21,PB,F,26,29
1029,32878,10,13,2001,21,PB,F,26,26
1030,32879,10,13,2001,21,PB,F,26,35
1031,32880,10,13,2001,21,PB,M,28,37
1032,32881,10,13,2001,21,PB,M,27,32
1033,32882,10,13,2001,21,PB,M,27,35
1034,32883,10,13,2001,21,PB,F,27,30
1035,32884,10,13,2001,20,PB,F,26,29
1036,32885,10,13,2001,20,PB,M,26,35
1037,32886,10,13,2001,20,PE,F,20,19
1038,32887,10,13,2001,20,PB,F,27,35
1039,32888,10,13,2001,20,PB,F,27,31
1040,32889,10,13,2001,20,PB,F,26,26
1041,32890,10,13,2001,23,PE,F,20,20
1042,32891,10,13,2001,24,OT,M,20,22
1043,32892,10,13,2001,24,NL,M,31,187
1044,32893,10,14,2001,3,OT,M,21,23
1045,32894,10,14,2001,3,PB,F,27,32
1046,32895,10,14,2001,3,PE,F,21,22
1047,32896,10,14,2001,3,PF,M,14,7
1048,32897,10,14,2001,3,PB,F,25,28
1049,32898,10,14,2001,3,OT,M,20,22
1050,32899,10,14,2001,3,OT,F,20,22
1051,32900,10,14,2001,3,PB,F,27,29
1052,32901,10,14,2001,3,OT,M,21,25
1053,32902,10,14,2001,3,PP,F,22,15
1054,32903,10,14,2001,3,PB,M,27,49
1055,32904,10,14,2001,3,PI,M,23,19
1056,32905,10,14,2001,3,PB,M,26,35
1057,32906,10,14,2001,3,PB,M,28,42
1058,32907,10,14,2001,3,DO,F,35,55
1059,32908,10,14,2001,3,PB,F,26,34
1060,32909,10,14,2001,3,PB,M,26,37
1061,32910,10,14,2001,4,DM,F,37,60
1062,32911,10,14,2001,4,PB,F,26,30
1063,32912,10,14,2001,4,OT,M,22,25
1064,32913,10,14,2001,4,DM,M,37,39
1065,32914,10,14,2001,4,DO,M,34,37
1066,32915,10,14,2001,4,PF,F,15,7
1067,32916,10,14,2001,4,PF,F,15,9
1068,32917,10,14,2001,4,DM,M,36,53
1069,32918,10,14,2001,4,DM,F,36,48
1070,32919,10,14,2001,4,PB,M,28,44
1071,32920,10,14,2001,4,DO,F,37,50
1072,32921,10,14,2001,4,PF,M,16,7
1073,32922,10,14,2001,4,PP,M,23,19
1074,32923,10,14,2001,4,PB,F,22,23
1075,32924,10,14,2001,4,PB,M,29,48
1076,32925,10,14,2001,4,PF,M,16,8
1077,32926,10,14,2001,4,PF,F,16,8
1078,32927,10,14,2001,4,DM,M,34,37
1079,32928,10,14,2001,6,PB,F,25,26
1080,32929,10,14,2001,6,PB,M,26,31
1081,32930,10,14,2001,6,NL,M,32,178
1082,32931,10,14,2001,6,PB,F,25,29
1083,32932,10,14,2001,6,PB,F,25,27
1084,32933,10,14,2001,6,PB,F,26,29
1085,32934,10,14,2001,6,PB,M,26,34
1086,32935,10,14,2001,6,PB,F,24,26
1087,32936,10,14,2001,6,PB,F,26,30
1088,32937,10,14,2001,6,PP,F,23,16
1089,32938,10,14,2001,6,PB,M,26,32
1090,32939,10,14,2001,6,OT,M,20,22
1091,32940,10,14,2001,6,OT,F,20,27
1092,32941,10,14,2001,6,PB,F,26,34
1093,32942,10,14,2001,6,PB,F,26,29
1094,32943,10,14,2001,11,OT,M,21,21
1095,32944,10,14,2001,11,OT,F,21,28
1096,32945,10,14,2001,11,PB,F,27,30
1097,32946,10,14,2001,11,PB,F,27,31
1098,32947,10,14,2001,11,PB,M,27,31
1099,32948,10,14,2001,11,OT,F,21,24
1100,32949,10,14,2001,11,DM,F,34,42
1101,32950,10,14,2001,11,DM,M,37,59
1102,32951,10,14,2001,11,PP,M,22,16
1103,32952,10,14,2001,11,PP,F,22,18
1104,32953,10,14,2001,11,PP,M,22,20
1105,32954,10,14,2001,11,PB,M,27,32
1106,32955,10,14,2001,11,DM,M,35,41
1107,32956,10,14,2001,11,DM,F,36,50
1108,32957,10,14,2001,9,DM,F,35,48
1109,32958,10,14,2001,9,DM,F,33,22
1110,32959,10,14,2001,9,DM,F,38,38
1111,32961,10,14,2001,9,DM,M,38,41
1112,32962,10,14,2001,9,DM,M,37,48
1113,32963,10,14,2001,9,DM,F,36,41
1114,32964,10,14,2001,9,PP,M,23,18
1115,32965,10,14,2001,9,OT,F,21,25
1116,32966,10,14,2001,9,OT,M,21,22
1117,32967,10,14,2001,9,DM,F,36,44
1118,32968,10,14,2001,9,OT,F,20,37
1119,32969,10,14,2001,9,DM,M,32,22
1120,32970,10,14,2001,8,DO,M,35,57
1121,32971,10,14,2001,8,DO,M,36,53
1122,32972,10,14,2001,8,DO,F,37,59
1123,32973,10,14,2001,8,PB,F,26,25
1124,32974,10,14,2001,8,PP,F,21,12
1125,32975,10,14,2001,8,DO,F,36,34
1126,32976,10,14,2001,8,DO,M,38,55
1127,32977,10,14,2001,8,PB,F,27,31
1128,32978,10,14,2001,8,OT,M,20,26
1129,32979,10,14,2001,8,PB,F,26,26
1130,32980,10,14,2001,8,DO,F,35,47
1131,32981,10,14,2001,8,PP,M,22,15
1132,32982,10,14,2001,8,DM,M,36,40
1133,32983,10,14,2001,8,PB,M,28,36
1134,32984,10,14,2001,8,PB,F,28,33
1135,32986,10,14,2001,13,OT,M,20,26
1136,32987,10,14,2001,13,PB,M,28,47
1137,32988,10,14,2001,13,PB,F,26,28
1138,32989,10,14,2001,13,PB,M,26,33
1139,32990,10,14,2001,13,PF,F,16,14
1140,32991,10,14,2001,13,PB,M,28,33
1141,32992,10,14,2001,13,PB,M,28,40
1142,32993,10,14,2001,13,PB,M,26,44
1143,32994,10,14,2001,13,OT,F,21,19
1144,32995,10,14,2001,14,DM,M,36,37
1145,32996,10,14,2001,14,DM,F,35,48
1146,32997,10,14,2001,14,DM,M,34,36
1147,32998,10,14,2001,14,DM,M,36,50
1148,33000,10,14,2001,14,DM,F,35,49
1149,33001,10,14,2001,14,DM,F,34,45
1150,33002,10,14,2001,14,DM,F,35,30
1151,33003,10,14,2001,14,OT,F,20,24
1152,33004,10,14,2001,14,NL,M,31,174
1153,33006,10,14,2001,15,PP,M,22,14
1154,33007,10,14,2001,15,PP,F,22,14
1155,33008,10,14,2001,15,OT,M,20,14
1156,33009,10,14,2001,15,OT,M,20,14
1157,33010,10,14,2001,15,OT,F,20,20
1158,33011,10,14,2001,15,PB,F,26,28
1159,33012,10,14,2001,15,PP,M,22,14
1160,33013,10,14,2001,15,PB,M,26,35
1161,33014,10,14,2001,16,OT,M,20,23
1162,33015,10,14,2001,16,PB,F,27,28
1163,33016,10,14,2001,16,OT,M,21,23
1164,33017,10,14,2001,16,OT,F,21,24
1165,33021,11,17,2001,1,DO,M,37,59
1166,33022,11,17,2001,1,PB,M,27,39
1167,33023,11,17,2001,1,PB,F,26,31
1168,33024,11,17,2001,1,DM,M,37,42
1169,33025,11,17,2001,1,PP,M,22,18
1170,33026,11,17,2001,1,DO,F,35,33
1171,33027,11,17,2001,2,DM,M,36,48
1172,33028,11,17,2001,2,OT,M,20,21
1173,33029,11,17,2001,2,SH,M,28,65
1174,33030,11,17,2001,2,DO,F,35,46
1175,33031,11,17,2001,2,PB,F,26,32
1176,33032,11,17,2001,2,PE,F,20,21
1177,33033,11,17,2001,2,OT,M,20,25
1178,33034,11,17,2001,2,PP,M,21,16
1179,33035,11,17,2001,2,DM,F,35,47
1180,33036,11,17,2001,2,PE,M,19,22
1181,33037,11,17,2001,2,PB,M,28,41
1182,33038,11,17,2001,2,PB,F,26,35
1183,33039,11,17,2001,2,PB,F,27,31
1184,33040,11,17,2001,2,NL,F,31,119
1185,33041,11,17,2001,2,NL,F,33,213
1186,33042,11,17,2001,12,DO,F,36,46
1187,33043,11,17,2001,12,DO,F,35,54
1188,33044,11,17,2001,12,DM,F,36,45
1189,33045,11,17,2001,12,DO,M,35,55
1190,33046,11,17,2001,12,PE,M,20,22
1191,33047,11,17,2001,12,OT,F,22,20
1192,33048,11,17,2001,12,DO,M,37,61
1193,33049,11,17,2001,12,NL,M,33,280
1194,33050,11,17,2001,19,PP,M,23,19
1195,33051,11,17,2001,19,PB,M,27,44
1196,33052,11,17,2001,19,PB,F,26,27
1197,33053,11,17,2001,19,OT,M,21,21
1198,33054,11,17,2001,19,PB,M,28,51
1199,33055,11,17,2001,19,OT,M,22,22
1200,33056,11,17,2001,19,PB,F,25,29
1201,33057,11,17,2001,19,PB,F,26,29
1202,33058,11,17,2001,19,PE,M,20,18
