Day,Camera,Site,Box Number,Image Number,Tile Number,Fish ID,Length,Notes,,,
2021,1,C,3,9015,75,french grunt (Haemulon flavolineatum),10.129,,,,
2021,1,C,3,9016,75,french grunt (Haemulon flavolineatum),16.608,,,,
2021,1,C,3,9016,75,french grunt (Haemulon flavolineatum),12.105,,,,
2021,1,C,3,9069,28,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.774,all yellow variation,,,
2021,1,C,3,9069,28,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),6.050,all yellow variation,,,
2021,1,C,3,9069,28,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.951,all yellow variation,,,
2021,1,C,3,9069,28,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.718,all yellow variation,,,
2021,1,C,3,9069,28,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),6.395,all yellow variation,,,
2021,1,C,3,9069,28,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.521,all yellow variation,,,
2021,1,C,3,9069,28,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),6.940,all yellow variation,,,
2021,1,C,3,9069,28,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),6.432,all yellow variation,,,
2021,1,C,3,9069,28,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),6.820,all yellow variation,,,
2021,1,C,3,9069,28,bluehead wrasse (Thalassoma bifasciatum),9.957,,,,
2021,1,C,3,9089,27,bicolor damsel juvenile (Stegastes partitus),2.808,,,,
2021,1,C,3,9090,27,bicolor damsel juvenile (Stegastes partitus),2.543,,,,
2021,1,C,3,9099,30,damsel sp 1 (Pomacentridae sp.),6.118,"could be threespot damsel (Stegastes planifrons), dark in color, slightly lighter tips of caudal fin, too dark/blurry to identify",,,
2021,1,C,3,9102,30,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),range: 0.624 to 1.502,"8 individuals, all yellow variation",,,
2021,1,C,3,9102,30,bicolor damsel juvenile (Stegastes partitus),2.802,,,,
2021,1,C,3,9127,4,yellowhead wrasse juvenile (Halichoeres garnoti),4.826,,,,
2021,1,C,3,9128,4,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),6.361,all yellow variation,,,
2021,1,C,3,9128,4,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.792,all yellow variation,,,
2021,1,C,3,9128,4,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.225,all yellow variation,,,
2021,1,C,3,9128,4,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.246,all yellow variation,,,
2021,1,C,3,9128,4,bicolor damsel juvenile (Stegastes partitus),3.935,,,,
2021,1,C,3,9134,38,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.949,all yellow variation,,,
2021,1,C,3,9134,38,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.516,all yellow variation,,,
2021,1,C,3,9134,38,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.341,all yellow variation,,,
2021,1,C,3,9134,38,stoplight parrot juvenile (Sparisoma viride),4.157,,,,
2021,1,C,3,9134,38,striped parrot juvenile/initial phase (Scarus iseri),5.466,,,,
2021,1,C,3,9134,38,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.923,midbody stripe variation with yellow back,,,
2021,1,C,3,9134,38,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.347,midbody stripe variation with yellow back,,,
2021,1,C,3,9134,38,redband parrot juvenile (Sparisoma aurofrenatum),5.368,,,,
2021,1,C,3,9134,38,slippery dick juvenile (Halichoeres bivittatus),5.310,,,,
2021,1,C,3,9134,38,parrot sp 1 (Scaridae sp.),2.931,"probably redband parrot juvenile (Sparisoma aurofrenatum), too small/blurry to identify",,,
2021,1,C,3,9136,38,bicolor damsel juvenile (Stegastes partitus),3.260,,,,
2021,1,C,3,9148,13,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),range: 0.682 to 2.649,"12 individuals, all yellow variation ",,,
2021,1,C,3,9148,13,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.034,all yellow variation,,,
2021,1,C,3,9157,43,yellowhead wrasse initial phase (Halichoeres garnoti),8.318,,,,
2021,1,C,3,9157,43,slippery dick juvenile (Halichoeres bivittatus),3.605,,,,
2021,1,C,3,9160,43,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.851,all yellow variation,,,
2021,1,C,3,9161,43,bicolor damsel juvenile (Stegastes partitus),3.194,,,,
2021,1,C,3,9193,53,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.632,all yellow variation,,,
2021,1,C,3,9209,94,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.645,all yellow variation,,,
2021,1,C,3,9209,94,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.891,all yellow variation,,,
2021,1,C,3,9209,94,bicolor damsel (Stegastes partitus),5.687,,,,
2021,1,C,3,9315,29,bicolor damsel juvenile (Stegastes partitus),1.957,,,,
2021,1,C,3,9395,73,bicolor damsel juvenile (Stegastes partitus),2.091,,,,
2021,1,C,3,9416,85,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),range: 0.622 to 1.377,"7 individuals, all yellow variation",,,
2021,1,C,3,9497,14,sergeant major (Abudefduf saxatilis),14.663,,,,
2021,1,C,3,9497,14,bluestriped grunt (Haemulon sciurus),18.597,,,,
2021,1,C,3,9508,41,yellowhead wrasse juvenile (Halichoeres garnoti),6.038,,,,
2021,1,C,4,1,60,french grunt (Haemulon flavolineatum),range: 7.327 to 10.605,"~28 individuals, probably were longer (TL) but tile was much higher up than the school of fish",,,
2021,1,C,4,1,60,atlantic trumpet (Aulostomus maculatus),13.242,probably longer but tile was much higher up than fish,,,
2021,1,C,4,1,60,grunt sp 3 (Haemulidae sp.),8.557,"probably bluestriped grunt (Haemulon sciurus), could be tomate (Haemulon aurolineatum), probably longer but tile was much higher up than fish",,,
2021,1,C,4,1,60,grunt sp 4 (Haemulidae sp.),8.738,"could be tomate (Haemulon aurolineatum) because of spot on tail, probably longer but tile was much higher up than fish",,,
2021,1,C,4,2,60,grunt sp 3 (Haemulidae sp.),5.987,"probably bluestriped grunt (Haemulon sciurus), could be tomate (Haemulon aurolineatum), probably longer but tile was much higher up than fish",,,
2021,1,C,4,8,3,damsel sp 1 (Pomacentridae sp.),9.463,"could be threespot damsel (Stegastes planifrons), dark in color, tips of caudal fin lighter, too dark to identify",,,
2021,1,C,4,8,3,ocean surgeonfish (Acanthurus tractus),9.558,dark color phase,,,
2021,1,C,4,8,3,bicolor damsel juvenile (Stegastes partitus),2.699,,,,
2021,1,C,4,9,3,white grunt (Haemulon plumierii),14.418,,,,
2021,1,C,4,9,3,stoplight parrot juvenile (Sparisoma viride),8.684,,,,
2021,1,C,4,9511,37,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.629,all yellow variation,,,
2021,1,C,4,9511,37,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.376,all yellow variation,,,
2021,1,C,4,9530,81,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),7.431,all yellow variation,,,
2021,1,C,4,9530,81,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.728,all yellow variation,,,
2021,1,C,4,9530,81,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.930,all yellow variation,,,
2021,1,C,4,9530,81,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.634,all yellow variation,,,
2021,1,C,4,9530,81,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),7.497,all yellow variation,,,
2021,1,C,4,9530,81,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.946,all yellow variation,,,
2021,1,C,4,9530,81,bicolor damsel juvenile (Stegastes partitus),3.428,,,,
2021,1,C,4,9530,81,fish sp 8,8.260,"could be some kind of wrasse (Labridae), parrot (Scaridae), etc., light brownish greenish yellowish, slightly darker faded lateral line going through eye and fading as it nears the caudal fin, caudal fin appears translucent, fish located to the right of the tile near the middle right side of photo",,,
2021,1,C,4,9532,81,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.134,all yellow variation,,,
2021,1,C,4,9532,81,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),7.014,all yellow variation,,,
2021,1,C,4,9532,81,bicolor damsel (Stegastes partitus),5.197,,,,
2021,1,C,4,9532,81,bicolor damsel juvenile (Stegastes partitus),3.565,,,,
2021,1,C,4,9532,81,bicolor damsel (Stegastes partitus),5.171,,,,
2021,1,C,4,9532,81,slippery dick juvenile (Halichoeres bivittatus),5.155,,,,
2021,1,C,4,9532,81,slippery dick juvenile (Halichoeres bivittatus),5.265,,,,
2021,1,C,4,9532,81,slippery dick juvenile (Halichoeres bivittatus),6.129,,,,
2021,1,C,4,9532,81,slippery dick juvenile (Halichoeres bivittatus),5.235,,,,
2021,1,C,4,9532,81,fish sp 5,4.208,"could be wrasse (Labridae), parrot (Scaridae), etc., looks like but don't think it's bluehead wrasse juvenile (Thalassoma bifasciatum) midbody stripe variation with white back or redband parrot juvenile (Sparisoma aurofrenatum), has two black stripes and two white, located in top right corner of photo inbetween 3 slippery dick juveniles",,,
2021,1,C,4,9532,81,yellowhead wrasse juvenile (Halichoeres garnoti),4.705,,,,
2021,1,C,4,9536,2,bicolor damsel (Stegastes partitus),5.625,,,,
2021,1,C,4,9536,2,bicolor damsel juvenile (Stegastes partitus),4.292,,,,
2021,1,C,4,9539,23,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.240,all yellow variation,,,
2021,1,C,4,9539,23,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.431,all yellow variation,,,
2021,1,C,4,9539,23,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),range: 1.564 to 2.344,"6 individuals, all yellow variation",,,
2021,1,C,4,9541,23,bicolor damsel juvenile (Stegastes partitus),3.678,,,,
2021,1,C,4,9558,83,bicolor damsel juvenile (Stegastes partitus),2.534,,,,
2021,1,C,4,9560,83,white grunt (Haemulon plumierii),21.544,,,,
2021,1,C,4,9560,83,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.190,"probably longer but tile was much higher up than fish, all yellow variation",,,
2021,1,C,4,9560,83,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.453,"probably longer but tile was much higher up than fish, all yellow variation",,,
2021,1,C,4,9560,83,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.882,"probably longer but tile was much higher up than fish, all yellow variation",,,
2021,1,C,4,9560,83,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.538,"probably longer but tile was much higher up than fish, all yellow variation",,,
2021,1,C,4,9560,83,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.808,"probably longer but tile was much higher up than fish, all yellow variation",,,
2021,1,C,4,9560,83,striped parrot juvenile/initial phase (Scarus iseri),4.168,probably longer but tile was much higher up than fish,,,
2021,1,C,4,9560,83,redband parrot juvenile (Sparisoma aurofrenatum),2.415,probably longer but tile was much higher up than fish,,,
2021,1,C,4,9564,58,stoplight parrot initial phase (Sparisoma viride),21.215,probably longer but tile was higher up than fish,,,
2021,1,C,4,9565,58,bicolor damsel (Stegastes partitus),5.043,,,,
2021,1,C,4,9576,36,yellowhead wrasse initial phase (Halichoeres garnoti),11.973,,,,
2021,1,C,4,9576,36,bicolor damsel juvenile (Stegastes partitus),3.635,,,,
2021,1,C,4,9580,36,bicolor damsel juvenile (Stegastes partitus),3.835,,,,
2021,1,C,4,9580,36,sharpnose puffer (Canthigaster rostrata),2.281,,,,
2021,1,C,4,9587,76,white grunt (Haemulon plumierii),25.824,,,,
2021,1,C,4,9587,76,bluestriped grunt (Haemulon sciurus),22.104,,,,
2021,1,C,4,9589,76,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),range: 1.392 to 2.699,"4 individuals, all yellow variation",,,
2021,1,C,4,9589,76,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.370,all yellow variation,,,
2021,1,C,4,9589,76,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.434,all yellow variation,,,
2021,1,C,4,9589,76,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.949,all yellow variation,,,
2021,1,C,4,9589,76,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.491,all yellow variation,,,
2021,1,C,4,9589,76,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.148,all yellow variation,,,
2021,1,C,4,9589,76,bicolor damsel (Stegastes partitus),7.136,,,,
2021,1,C,4,9598,1,bicolor damsel (Stegastes partitus),4.734,,,,
2021,1,C,4,9598,1,bicolor damsel juvenile (Stegastes partitus),3.557,,,,
2021,1,C,4,9598,1,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.947,all yellow variation,,,
2021,1,C,4,9598,1,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.779,all yellow variation,,,
2021,1,C,4,9617,100,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),7.016,all yellow variation,,,
2021,1,C,4,9617,100,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.381,all yellow variation,,,
2021,1,C,4,9617,100,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.031,all yellow variation,,,
2021,1,C,4,9617,100,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),6.132,all yellow variation,,,
2021,1,C,4,9617,100,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),6.627,midbody stripe variation with yellow back,,,
2021,1,C,4,9628,11,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),6.074,all yellow variation,,,
2021,1,C,4,9628,11,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.039,yellowish bars variation,,,
2021,1,C,4,9628,11,yellowhead wrasse juvenile (Halichoeres garnoti),5.668,,,,
2021,1,C,4,9635,64,french grunt (Haemulon flavolineatum),15.002,,,,
2021,1,C,4,9635,64,french grunt (Haemulon flavolineatum),11.930,,,,
2021,1,C,4,9635,64,sergeant major (Abudefduf saxatilis),12.936,,,,
2021,1,C,4,9635,64,damsel sp 1 (Pomacentridae sp.) or yellowtail damsel (Microspathodon chrysurus),6.159,"could be threespot damsel (Stegastes planifrons), dark in color, slightly lighter tips of caudal fin, kind of looks like it has white speckles, too dark to identify",,,
2021,1,C,4,9635,64,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.159,all yellow variation,,,
2021,1,C,4,9635,64,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.158,all yellow variation,,,
2021,1,C,4,9635,64,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.615,all yellow variation,,,
2021,1,C,4,9658,9,french grunt (Haemulon flavolineatum),7.629,probably longer but tile was much higher up than fish,,,
2021,1,C,4,9658,9,schoolmaster (Lutjanus apodus),11.728,probably longer but tile was much higher up than fish,,,
2021,1,C,4,9660,77,french grunt (Haemulon flavolineatum),24.494,,,,
2021,1,C,4,9660,77,french grunt (Haemulon flavolineatum),15.995,,,,
2021,1,C,4,9662,35,bluestriped grunt (Haemulon sciurus),19.159,,,,
2021,1,C,4,9662,35,ocean surgeonfish (Acanthurus tractus),13.497,dark color phase,,,
2021,1,C,4,9676,21,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.141,all yellow variation,,,
2021,1,C,4,9681,21,white grunt (Haemulon plumierii),24.965,,,,
2021,1,C,4,9686,96,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.739,midbody stripe variation with yellow back,,,
2021,1,C,4,9686,96,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.016,midbody stripe variation with yellow back,,,
2021,1,C,4,9686,96,bicolor damsel (Stegastes partitus),6.565,,,,
2021,1,C,4,9688,96,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.466,all yellow variation,,,
2021,1,C,4,9696,47,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.651,all yellow variation,,,
2021,1,C,4,9696,47,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.650,all yellow variation,,,
2021,1,C,4,9696,47,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),6.169,all yellow variation,,,
2021,1,C,4,9696,47,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),7.392,all yellow variation,,,
2021,1,C,4,9696,47,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.617,all yellow variation,,,
2021,1,C,4,9696,47,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.100,all yellow variation,,,
2021,1,C,4,9696,47,slippery dick juvenile (Halichoeres bivittatus),4.810,,,,
2021,1,C,4,9705,12,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.023,all yellow variation,,,
2021,1,C,4,9705,12,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),6.842,all yellow variation,,,
2021,1,C,4,9705,12,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),6.479,all yellow variation,,,
2021,1,C,4,9705,12,bicolor damsel (Stegastes partitus),5.177,,,,
2021,1,C,4,9742,61,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.197,all yellow variation,,,
2021,1,C,4,9742,61,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.772,all yellow variation,,,
2021,1,C,4,9747,57,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.821,all yellow variation,,,
2021,1,C,4,9747,57,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.681,all yellow variation,,,
2021,1,C,4,9748,57,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.120,all yellow variation,,,
2021,1,C,4,9748,57,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),9.018,all yellow variation,,,
2021,1,C,4,9748,57,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.922,all yellow variation,,,
2021,1,C,4,9748,57,bicolor damsel (Stegastes partitus),7.120,,,,
2021,1,C,4,9750,57,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),6.283,midbody stripe variation with yellow back,,,
2021,1,C,4,9750,57,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),6.307,midbody stripe variation with yellow back,,,
2021,1,C,4,9750,57,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),7.441,midbody stripe variation with yellow back,,,
2021,1,C,4,9752,22,bicolor damsel (Stegastes partitus),4.990,,,,
2021,1,C,4,9761,51,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),range: 1.987 to 2.679,"4 individuals, all yellow variation",,,
2021,1,C,4,9761,51,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.625,all yellow variation,,,
2021,1,C,4,9761,51,bicolor damsel juvenile (Stegastes partitus),2.539,,,,
2021,1,C,4,9761,51,yellowhead wrasse juvenile (Halichoeres garnoti),5.192,,,,
2021,1,C,4,9762,51,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.268,all yellow variation,,,
2021,1,C,4,9764,51,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.929,all yellow variation,,,
2021,1,C,4,9764,51,harlequin bass (Serranus tigrinus),6.627,,,,
2021,1,C,4,9780,18,bicolor damsel (Stegastes partitus),6.905,,,,
2021,1,C,4,9780,18,bicolor damsel juvenile (Stegastes partitus),1.577,,,,
2021,1,C,4,9785,18,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.856,all yellow variation,,,
2021,1,C,4,9785,18,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.024,all yellow variation,,,
2021,1,C,4,9785,18,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.744,all yellow variation,,,
2021,1,C,4,9785,18,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.333,all yellow variation,,,
2021,1,C,4,9834,31,bicolor damsel (Stegastes partitus),5.935,,,,
2021,1,C,4,9835,31,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),1.325,all yellow variation,,,
2021,1,C,4,9843,17,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),range: 0.655 to 1.477,"14 individuals, all yellow variation",,,
2021,1,C,4,9843,17,parrot sp 2 (Scaridae sp.),2.384,"probably striped parrot juvenile/initial (Scarus iseri), could be redband parrot juvenile (Sparisoma aurofrenatum)",,,
2021,1,C,4,9843,17,bicolor damsel juvenile (Stegastes partitus),3.423,,,,
2021,1,C,4,9844,17,brown chromis (Chromis multilineata),6.453,,,,
2021,1,C,4,9844,17,brown chromis (Chromis multilineata),11.394,,,,
2021,1,C,4,9865,90,blue tang (Acanthurus coeruleus),9.860,,,,
2021,1,C,4,9882,44,french grunt (Haemulon flavolineatum),12.612,,,,
2021,1,C,4,9883,44,cocoa damselfish (Stegastes variabilis),8.645,,,,
2021,1,C,4,9883,44,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.231,all yellow variation,,,
2021,1,C,4,9883,44,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),2.923,all yellow variation,,,
2021,1,C,4,9883,44,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.468,all yellow variation,,,
2021,1,C,4,9884,44,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),3.004,all yellow variation,,,
2021,1,C,4,9884,44,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.742,all yellow variation,,,
2021,1,C,4,9884,44,yellowhead wrasse juvenile (Halichoeres garnoti),2.180,,,,
2021,1,C,4,9884,44,redband parrot juvenile (Sparisoma aurofrenatum),1.758,,,,
2021,1,C,4,9884,44,parrot sp 1 (Scaridae sp.),1.572,"probably redband parrot juvenile (Sparisoma aurofrenatum), located below a redband parrot juvenile",,,
2021,1,C,4,9885,44,bicolor damsel (Stegastes partitus),4.696,,,,
2021,1,C,4,9893,39,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.272,all yellow variation,,,
2021,1,C,4,9894,39,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),4.788,all yellow variation,,,
2021,1,C,4,9894,39,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),5.620,all yellow variation,,,
2021,1,C,4,9894,39,bluehead wrasse juvenile/initial phase (Thalassoma bifasciatum),7.304,all yellow variation,,,
2021,1,C,4,9894,39,yellowhead wrasse juvenile (Halichoeres garnoti),5.476,,,,
2021,1,C,4,9894,39,french grunt (Haemulon flavolineatum),16.134,,,,
2021,1,C,4,9894,39,bicolor damsel juvenile (Stegastes partitus),3.672,,,,
2021,1,C,4,9896,39,bicolor damsel juvenile (Stegastes partitus),1.746,,,,
2021,1,C,4,9896,39,redband parrot juvenile (Sparisoma aurofrenatum),5.952,,,,
2021,1,C,4,9897,39,bicolor damsel (Stegastes partitus),5.761,,,,
2021,1,C,4,9905,82,sharpnose puffer (Canthigaster rostrata),2.324,,,,
2021,1,C,4,9931,62,grouper/sea bass sp 1 (Serranidae sp.),11.068,could be rock hind (Epinephelus adscensionis) or graysby (Cephalopholis cruentata),,,
2021,1,C,4,9932,62,damsel sp 1 (Pomacentridae sp.),4.869,"could be threespot damsel (Stegastes planifrons), dark in color with slightly lighter tips of caudal fin, too dark to identify",,,
2021,1,C,4,9932,62,queen angel (Holacanthus ciliaris),12.533,"probably a little longer, but the angle of the fish made it hard to measure",,,
2021,1,C,4,9932,62,schoolmaster (Lutjanus apodus),18.541,,,,
2021,1,C,4,9933,62,french grunt (Haemulon flavolineatum),12.612,,,,
2021,1,C,4,9933,62,french grunt (Haemulon flavolineatum),14.031,,,,
2021,1,C,4,9934,62,bermuda/gray chub (Kyphosus sectatrix/biggibus),15.499,,,,
2021,1,C,4,9934,62,bermuda/gray chub (Kyphosus sectatrix/biggibus),18.227,,,,
2021,1,C,4,9934,62,bermuda/gray chub (Kyphosus sectatrix/biggibus),18.549,,,,
2021,1,C,4,9935,62,sergeant major (Abudefduf saxatilis),9.853,,,,
2021,1,C,4,9936,62,bermuda/gray chub (Kyphosus sectatrix/biggibus),13.458,,,,
2021,1,C,4,9950,97,french grunt (Haemulon flavolineatum),15.930,,,,
2021,1,C,4,9953,97,bluestriped grunt (Haemulon sciurus),18.301,,,,
2021,1,C,4,9953,97,brown chromis (Chromis multilineata),11.070,,,,
2021,1,C,4,9953,97,french grunt (Haemulon flavolineatum),16.927,,,,
2021,1,C,4,9954,97,french grunt (Haemulon flavolineatum),14.245,,,,
2021,1,C,4,9990,55,sergeant major (Abudefduf saxatilis),15.463,,,,
2021,1,C,4,9993,55,french grunt (Haemulon flavolineatum),14.554,,,,
2021,1,C,4,9993,55,french grunt (Haemulon flavolineatum),16.461,,,,
2021,1,C,4,9993,55,schoolmaster (Lutjanus apodus),16.593,,,,
2021,1,C,4,9993,55,yellowtail damsel (Microspathodon chrysurus),12.977,,,,
2021,1,C,4,9994,55,french grunt (Haemulon flavolineatum),17.138,,,,
2021,1,C,4,9994,55,brown chromis (Chromis multilineata),9.027,,,,
2021,1,Acer,4,4716,92,atlantic trumpet (Aulostomus maculatus),16.480,,,,
2021,1,Acer,5,5569,54,atlantic trumpet (Aulostomus maculatus),19.047,,,,
2021,1,Acer,5,6060,98,atlantic trumpet (Aulostomus maculatus),17.545,,,,
2021,1,Acer,2,2073,5,banded butterfly (Chaetodon striatus),5.288,,,,
2021,1,Acer,1,983,53,bicolor damsel (Stegastes partitus),7.097,,,,
2021,1,Acer,1,1101,25,bicolor damsel (Stegastes partitus),6.645,,,,
2021,1,Acer,1,1225,84,bicolor damsel (Stegastes partitus),6.205,,,,
2021,1,Acer,1,1377,50,bicolor damsel (Stegastes partitus),8.452,,,,
2021,1,Acer,1,1381,50,bicolor damsel (Stegastes partitus),6.349,,,,
2021,1,Acer,1,1387,50,bicolor damsel (Stegastes partitus),4.445,,,,
2021,1,Acer,1,1496,63,bicolor damsel (Stegastes partitus),5.519,,,,
2021,1,Acer,1,1496,63,bicolor damsel (Stegastes partitus),4.815,,,,
2021,1,Acer,1,1520,43,bicolor damsel (Stegastes partitus),6.252,,,,
2021,1,Acer,1,1520,43,bicolor damsel (Stegastes partitus),4.731,,,,
2021,1,Acer,1,1574,67,bicolor damsel (Stegastes partitus),5.997,,,,
2021,1,Acer,1,1589,69,bicolor damsel (Stegastes partitus),4.541,,,,
2021,1,Acer,1,1598,70,bicolor damsel (Stegastes partitus),5.726,,,,
2021,1,Acer,1,1608,48,bicolor damsel (Stegastes partitus),4.921,,,,
2021,1,Acer,1,1620,99,bicolor damsel (Stegastes partitus),7.420,,,,
2021,1,Acer,2,1713,22,bicolor damsel (Stegastes partitus),4.896,,,,
2021,1,Acer,2,1719,22,bicolor damsel (Stegastes partitus),4.569,,,,
2021,1,Acer,2,1734,6,bicolor damsel (Stegastes partitus),4.835,,,,
2021,1,Acer,2,1789,15,bicolor damsel (Stegastes partitus),5.894,,,,
2021,1,Acer,2,1960,11,bicolor damsel (Stegastes partitus),5.021,,,,
2021,1,Acer,2,1962,11,bicolor damsel (Stegastes partitus),5.658,,,,
2021,1,Acer,2,2015,13,bicolor damsel (Stegastes partitus),4.841,,,,
2021,1,Acer,2,2073,5,bicolor damsel (Stegastes partitus),5.728,,,,
2021,1,Acer,2,2087,89,bicolor damsel (Stegastes partitus),5.551,,,,
2021,1,Acer,2,2163,4,bicolor damsel (Stegastes partitus),5.117,,,,
2021,1,Acer,2,2175,75,bicolor damsel (Stegastes partitus),5.737,,,,
2021,1,Acer,2,2214,32,bicolor damsel (Stegastes partitus),4.567,,,,
2021,1,Acer,2,2303,96,bicolor damsel (Stegastes partitus),4.783,,,,
