Array,X,Y,CameraID,Date01,Date02,Date03,Date04,Date05,Date06,Date02_1,Date03_1,Date04_1,Date05_1,Date06_1,arable,bog,bwoodland,coast,cwoodland,edge,elevation,freshwater,gorse,grassland,heather,igrassland,montane,mwoodland,nearprimar,nearsecond,primarylen,rain,riverlengt,roads,rock,ruggedness,secondleng,sgrassland,slope,snow,temperatur,urban,woodland
Dundreggan,232099,815219,DUN-08,0,0,0,0,0,0,1056,1063,1070,1077,1084,0,0,0,40.7669,0,0,224.174,0.689905,0.0909678,0.554655,0.334983,0,0,0,0.757279,1.81749,0,181.313,0,0.707107,0.538303,320.662,0,0.554655,7.64059,4.39389,7.64278,0.615,0
Dundreggan,233114,815707,DUN-09,0,0,0,0,1,0,1057,1064,1071,1078,1085,0,0,0,40.8082,0,0,281.242,1.05669,0,0.87807,0.12193,0,0,0,0.9,2.7317,0,181.313,0,1,0.412635,353.923,0,0.87807,14.4966,4.39389,7.64278,1.52714,0
Dundreggan,233986,816186,DUN-10,0,1,1,1,1,1,1057,1064,1071,1078,1085,0,0,0,40.1011,0.0320765,0.350011,358.612,0.34958,0.331297,0.574668,0.0619576,0,0,0,1.19823,3.43881,0,181.313,0,1.20711,1.22909,304.518,0,0.574668,16.5948,4.39389,7.64278,2.23425,0
Dundreggan,234963,816787,DUN-11,0,0,0,1,1,1,1058,1065,1072,1079,1086,0,0,6.15E-05,39.1869,0.929676,0.0815154,265.43,0.425563,0,0.00357857,0.0666838,0,0,0,0.943675,4.35302,0,160.207,0.281835,1,0.359914,294.481,0,0.00357857,8.16741,5.46778,6.81889,3.31834,6.15E-05
Dundreggan,236045,816984,DUN-12,0,0,0,0,0,0,1058,1065,1072,1079,1086,0,0,0,38.0656,0.530273,2.26681,337.078,0.0195118,0,0.449381,0.0132686,0,0,0,1.10823,4.4795,0,160.207,0,1.41421,0.289497,274.183,0,0.449381,4.98986,5.46778,6.81889,4.00388,0
Dundreggan,237111,817665,DUN-13,0,1,1,0,0,0,1058,1065,1072,1079,1086,0,0,0.0201876,37.1514,0.916549,0.196001,239.888,0.160833,0.00000222,0.0264761,0.0367852,0,0,0,1.15456,3.65761,0,136.521,0.959657,1.20711,0.715477,282.804,0,0.0264761,7.93574,4.33056,7.9475,2.79678,0.0201876
Dundreggan,230898,813654,DUN-14,0,0,0,0,0,0,1054,1061,1068,1075,1082,0,0,0.0666907,39.8882,0.176228,0.317013,136.863,0.045,0.31038,0.181893,0.235225,0.0377548,0,0,0,0.515,0.577184,175.842,0.559305,0,1.08518,197.901,0,0.144139,6.85368,3.61444,8.49139,1.61702,0.0666907
Dundreggan,231742,814218,DUN-15,0,0,0,0,0,0,1054,1061,1068,1075,1082,0,0,0.0470318,40.6811,0,0,120.389,0.429558,0,0.725916,0.183851,0.512547,0,0,0,0.767782,0.524526,181.313,0.191499,0,1.68171,208.355,0,0.213369,2.95455,4.39389,7.64278,0.409914,0.0470318
Dundreggan,233023,814709,DUN-16,0,1,0,0,1,0,1054,1061,1068,1075,1082,0,0,0,41.8082,0,0,113.476,0.506202,0,0.58945,0.301158,0.516057,0,0,0,1.73219,0.525371,181.313,0.0819584,0,1.01588,185.981,0,0.0733923,1.6022,4.39389,7.64278,0.989914,0
Dundreggan,233922,815161,DUN-17,1,1,1,0,1,0,1054,1061,1068,1075,1082,0,0,0,41.1011,0.198555,0.345601,154.387,0.942172,0,0.201652,0.599794,0,0,0,0.307279,2.43881,0,181.313,0,0.5,0.335,257.333,0,0.201652,15.3543,4.39389,7.64278,1.69702,0
Dundreggan,235078,815392,DUN-18,1,1,0,1,1,1,1055,1062,1069,1076,1083,0.0546112,0,0,39.9798,0.45294,0.108822,109,0.166701,0.016026,0,0.05578,0,0,0,0.09,4.10491,0.661426,181.313,0.763323,0,1.27087,205.719,0,0,8.59749,4.39389,7.64278,3.40413,0
Dundreggan,236073,815770,DUN-19,0,0,0,0,0,1,1055,1062,1069,1076,1083,0,0,0.649963,39.5656,0.295348,0.0688389,89.0391,0.157071,0.00227239,0,0,0,0,0,0.18,5.06054,0.505368,181.313,0.525307,0,1.2895,201.876,0,0,4.31472,4.39389,7.64278,4.40413,0.649963
Dundreggan,237050,816176,DUN-20,1,0,0,0,0,0,1055,1062,1069,1076,1083,0,0,0.16198,38.6514,0.613721,0,74.9658,0.115,0,0,0.0530953,0,0,0,0.307279,3.89371,0.131509,189.794,0.622301,0,0.448492,201.945,0,0,1.37587,6.04056,6.28028,3.4181,0.16198
"Dunrobin, Golspie",281135,902235,DUNR-001,0,0,0,0,0,0,1062,1069,1076,1083,1090,0,0.002028,0,3.21248,0.101453,0.689037,259.831,0.330416,0.169317,0.15941,0.567791,0,0,0,2.7,1.38236,0,103.488,0.513456,1.20711,3.58324,313.542,0,0.15941,7.34688,4.46333,7.45639,2.18092,0
"Dunrobin, Golspie",281787,903222,DUNR-002,1,0,1,0,0,0,1063,1070,1077,1084,1091,0,0,0,4.00538,0.0731014,0.201936,124.039,0.109572,0.0997109,0.175932,0.651256,0,0,0,3.48926,0.332118,0,87.5075,0.668344,0,3.32395,179.22,0,0.175932,1.64146,3.69056,8.25444,2.07329,0
"Dunrobin, Golspie",282971,903414,DUNR-003,0,1,1,0,0,0,1063,1070,1077,1084,1091,0,0.163239,0,4.09116,0.10268,0.166487,278.908,0.750435,0.0923329,0.00258644,0.639161,0,0,0,3.2347,0.704281,0,87.5075,0,0.707107,3.36962,330.486,0,0.00258644,13.9726,3.69056,8.25444,1.66116,0
"Dunrobin, Golspie",283958,903660,DUNR-004,0,0,0,0,0,0,1063,1070,1077,1084,1091,0,0.236573,0,3.91305,0,0,318.28,1.57004,0.0556351,0.243475,0.464317,0,0,0,2.82463,1.45129,0,87.5075,0,1.41421,3.09192,279.337,0,0.243475,11.5757,3.69056,8.25444,1.40849,0
"Dunrobin, Golspie",285377,904028,DUNR-005,0,0,0,0,0,0,1063,1070,1077,1084,1091,0,0,0,5.03437,0.00477968,0,202.578,0.150104,0,0,0.99522,0,0,0,2.79,1.601,0,87.5075,0.0895508,1.41421,2.70697,257.892,0,0,13.2815,3.69056,8.25444,2.52981,0
"Dunrobin, Golspie",286852,904191,DUNR-006,0,0,0,0,0,0,1065,1072,1079,1086,1093,0,0,0,4.725,0.54736,0,45.8935,0.452326,0,0.00398875,0.448651,0.00398875,0,0,2.29103,0.379203,0,78.4769,0,0,1.66388,86.7166,0,0,1.87879,3.20722,8.8975,1.53263,0
"Dunrobin, Golspie",287462,903340,DUNR-007,0,0,0,0,0,0,1065,1072,1079,1086,1093,0,0,0.0166297,4.225,0.832937,0.640939,38.7492,0.222873,0,0.150433,0,0.0875464,0,0,1.61735,0.550624,0,78.4769,0,0.5,0.956777,77.617,0,0.062887,2.33011,3.20722,8.8975,0.96033,0.0166297
"Dunrobin, Golspie",286543,903109,DUNR-008,1,1,0,1,0,0,1065,1072,1079,1086,1093,0.0551396,0,0,4.70256,0.250946,0.527408,54.3279,0.352426,0,0.686996,0.00691855,0.494175,0,0,1.66368,0.685477,0,78.4769,0.509943,0.707107,1.29276,110.396,0,0.192821,3.14022,3.20722,8.8975,1.35678,0
"Dunrobin, Golspie",285152,902780,DUNR-009,0,0,0,0,0,1,1063,1070,1077,1084,1091,0,0,0,3.53437,0.921836,0.0843786,198.599,0.055,0,0.0125799,0.0655844,0,0,0,1.26,1.61874,0,87.5075,0.503432,1.5,2.79276,178.563,0,0.0125799,1.51377,3.69056,8.25444,1.65075,0
"Dunrobin, Golspie",284177,902506,DUNR-010,0,0,0,0,0,0,1064,1071,1078,1085,1092,0,0,0,3.12016,0,0,230.726,0.977782,0.136163,0.0426825,0.821154,0,0,0,1.61095,0.823762,0,87.5075,0,0.707107,2.09192,241.386,0,0.0426825,1.39842,3.69056,8.25444,0.720227,0
"Dunrobin, Golspie",283204,902247,DUNR-011,0,0,0,0,0,1,1063,1070,1077,1084,1091,0,0,0.0587833,2.38406,0.346458,1.30513,133.024,0.400624,0,0.577266,0.016143,0.358747,0,0,1.61735,0.005,0,87.5075,0.0950639,0,1.95229,191.659,0.971986,0.218519,3.74376,3.69056,8.25444,0.185637,0.0587833
"Dunrobin, Golspie",282020,901753,DUNR-012,0,0,0,0,0,0,1062,1069,1076,1083,1090,0,0,0,2.29827,0.977763,0,164.03,0.246991,0,0,0.0222371,0,0,0,1.79735,0.855,0,87.5075,0.554218,1,2.37614,222.872,0,0,6.63469,3.69056,8.25444,1.27619,0
"Dunrobin, Golspie",280865,901067,DUNR-013,0,0,0,0,0,0,1062,1069,1076,1083,1090,0,0.0137513,0,2.99952,0,0,356.743,0.34552,0.125453,0.0292465,0.831549,0,0,0,1.87456,2.26668,0,72.1408,0.226865,1.70711,3.16903,336.522,0,0.0292465,11.9576,2.90889,9.01472,1.77607,0
"Dunrobin, Golspie",280574,899651,DUNR-014,1,0,1,1,0,0,1062,1069,1076,1083,1090,0,0,0,2.05016,0.251808,0.53316,68.6161,0.396244,0,0.488215,0.259977,0.330143,0,0,0.434558,1.63636,0,72.1408,0,0.5,3.82229,153.919,0,0.158071,10.4879,2.90889,9.01472,0.276066,0
"Dunrobin, Golspie",281816,900127,DUNR-015,0,0,0,0,0,0,1062,1069,1076,1083,1090,0,0,0,1.5853,0.797585,0.678414,97.3236,0.57413,0.0485329,0.153882,0,0.125775,0,0,0.509117,0.852462,0,71.79,0,0.5,2.11518,237.211,0,0.0281072,16.2202,2.86056,9.15139,0.411024,0
"Dunrobin, Golspie",282756,901042,DUNR-016,1,1,0,1,0,0,1062,1069,1076,1083,1090,0,0,0.0315428,1.59116,0.821218,0.563598,122.018,0.231924,0.0601608,0.0870779,0,0.0737015,0,0,1.07095,0.43163,0,71.79,0,0.5,1.66903,179.291,0,0.0133764,6.87462,2.86056,9.15139,0.825894,0.0315428
"Dunrobin, Golspie",284190,901496,DUNR-017,0,0,0,0,0,0,1065,1072,1079,1086,1093,0.0156673,0,2.41E-09,2.12016,0.300851,0.928601,84.5496,0.756944,0.142105,0.541377,0,0.396548,0,0,0.636396,0.310711,0,87.5075,0,0.5,1.09192,184.142,0.0474572,0.144829,5.30108,3.69056,8.25444,0.538909,2.41E-09
"Dunrobin, Golspie",285465,901630,DUNR-018,0,0,0,0,0,0,1064,1071,1078,1085,1092,0.211309,0,0,2.58123,0.409322,0.648016,84.6808,0.813762,0.0540974,0.298193,0,0.105367,0,0,0.27,0.947315,0,87.5075,0,0.5,2.00614,166.401,0,0.192826,10.9857,3.69056,8.25444,1.53891,0
"Dunrobin, Golspie",286680,901860,DUNR-019,0,0,0,0,0,0,1064,1071,1078,1085,1092,0,0,0,4.28834,0.941538,0.598953,87.6813,0.335,0,0.0584623,0,0,0,0,0.599117,0.876175,0,78.4769,0.500423,0,1.29899,111.847,0,0.0584623,2.17087,3.20722,8.8975,1.77099,0
"Dunrobin, Golspie",287721,902350,DUNR-020,0,0,0,0,0,0,1064,1071,1078,1085,1092,0,0,0,4.05844,0.654766,0.171015,47.3687,0.255,0,0.138811,0,0.113382,0,0,0.599117,0.00305556,0,78.4769,0,0,0.127071,57.2486,0,0.0254291,5.10804,3.20722,8.8975,0.668186,0
Fearnoch,191712,728820,FERN-15,0,0,0,0,0,0,1139,1146,1153,1160,1167,0,0,0.299837,6.44273,0.219073,0.62403,75.9224,0.185489,0,0.324195,0.156895,0.218674,0,0,5.31,0.065,0,204.782,0.964272,0,2.41414,134.582,0.520653,0.105521,11.357,1.25444,8.70778,4.51316,0.299837
Fearnoch,192466,727808,FERN-16,0,0,0,0,1,0,1139,1146,1153,1160,1167,0,0,0,7.73562,0,0,132.404,0.200208,0,0.449891,0.550109,0,0,0,5.55926,0.947315,0,204.782,0.531839,0.707107,2.75579,190.745,0,0.449891,9.64128,1.25444,8.70778,4.51881,0
Fearnoch,193576,727299,FERN-17,NA,NA,NA,NA,0,0,NA,NA,NA,1159,1166,0,0,0.145755,7.6143,0,0.236606,222.875,0.426777,0,0.159055,0.695191,0,0,0,6.46566,0.499624,0,204.782,0.0626102,0.707107,2.78886,341.27,0,0.159055,12.6107,1.25444,8.70778,4.90849,0.145755
Fearnoch,190626,728257,FERN-18,0,0,0,0,0,0,1139,1146,1153,1160,1167,0,0,0.0328378,6.48437,0,0.0696489,59.1845,0.519099,0,0.565581,0.401581,0.386202,0,0,4.21566,0.841213,0,180.712,0,1,2.76607,142.313,0,0.17938,6.6456,0.841111,9.39667,3.22591,0.0328378
Fearnoch,191369,726998,FERN-19,0,0,0,0,0,0,1139,1146,1153,1160,1167,0,0,0,7.39859,0.0709174,0.496412,119.919,0.105637,0,0.533093,0.39599,0,0,0,4.25558,1.67778,0,180.712,1.13687,1.5,4.17001,167.704,0,0.533093,5.54824,0.841111,9.39667,3.3117,0
Fearnoch,192450,726145,FERN-20,0,1,0,0,0,0,1138,1145,1152,1159,1166,0,0,0,8.8128,0,0,222.88,0.073654,0,0.633387,0.366613,0,0,0,4.92551,2.17693,0,223.921,0.324194,2.12132,3.65484,240.034,0,0.633387,6.16662,1.21722,8.39028,3.89749,0
Fetteresso,371179,782055,FETT-01,NA,NA,0,0,0,0,NA,699,706,713,720,0.160754,0,0,16.3604,0.645012,0.135734,263.572,0.428302,0.0212121,0.173022,0,0.173022,0,0,5.24823,1.35905,0,97.3611,0,1.20711,2.62685,262.024,0,0,11.1813,4.89222,7.07639,2.91033,0
Fetteresso,374685,785221,FETT-02,0,1,0,0,0,0,692,699,706,713,720,0,0,0,13.6119,0.189028,0.355278,312.216,0.197071,0.0707075,0.708365,0,0.219977,0,0,6.16213,1.69709,0,75.8464,0,1.41421,7.0766,237.767,0,0.488387,0.794037,3.47722,8.33861,3.48175,0
Fetteresso,374640,786135,FETT-03,0,1,0,0,1,1,692,699,706,713,720,0,0,0,13.3923,1,0,275.852,0.445,0,0,0,0,0,0,5.34573,2.5968,0,75.8464,0.222405,2.41421,7.86572,247.893,0,0,4.81017,3.47722,8.33861,4.48175,0
Fetteresso,373452,786267,FETT-04,NA,1,0,0,1,1,692,699,706,713,720,0,0,0,14.8923,1,0,339.732,0.230519,0,0,0,0,0,0,6.68294,3.33236,0,75.8464,0,3.12132,6.9515,282.301,0,0,13.2913,3.47722,8.33861,4.63501,0
Fetteresso,373672,785358,FETT-05,NA,NA,0,0,1,0,NA,697,704,711,718,0,0,0,14.4048,0.365242,0.746684,387.764,0.261213,0.0175137,0.617245,0,0,0,0,6.54396,2.12525,0,75.8464,0,1.91421,6.76403,211.689,0,0.617245,3.21517,3.47722,8.33861,3.9279,0
Fetteresso,373487,784171,FETT-06,NA,0,0,0,0,0,693,700,707,714,721,0,0,0,15.5261,0.1341,0.626361,276.112,0.542696,0.791262,0,0,0,0,0,6.61852,1.73375,0,75.8464,0,1.41421,5.66238,253.752,0,0,5.53832,3.47722,8.33861,2.63501,0
Fetteresso,372736,785404,FETT-07,NA,NA,0,0,0,0,NA,697,704,711,718,0,0.0734176,0,15.4048,0.733136,0,358.539,0.557193,0,0,0.193447,0,0,0,7.44661,3.06983,0,75.8464,0,2.82843,5.76403,246.454,0,0,5.36271,3.47722,8.33861,4.34212,0
Fetteresso,372847,784035,FETT-08,NA,NA,0,0,0,0,NA,700,707,714,721,0,0,0,16.0261,0.973855,0.165926,287.888,0.102501,0.026145,0,0,0,0,0,6.84,2.20859,0,75.8464,0.375318,1.91421,5.45528,232.597,0,0,9.39129,3.47722,8.33861,2.84212,0
Fetteresso,373265,783162,FETT-09,NA,0,0,0,0,0,692,699,706,713,720,0.0877021,0,0,15.5478,0,0,205.429,0.995804,0,0.812268,0.10003,0.454161,0,0,5.83456,1.14161,0,75.8464,0,1,4.45528,230.47,0,0.358106,7.77186,3.47722,8.33861,1.63501,0
Fetteresso,371322,783697,FETT-10,NA,NA,0,1,1,1,NA,698,705,712,719,0,0,0,17.7265,0.99025,0.254505,186.782,0.226052,0.00974976,0,0,0,0,0,6.12,2.45052,0,97.3611,0.56481,2.12132,3.9356,240.37,0,0,12.2702,4.89222,7.07639,3.53165,0
Fetteresso,372057,783039,FETT-11,NA,0,0,0,0,0,693,700,707,714,721,0.156678,0,0,16.5478,0.431073,0.862033,180.197,0.015,0.201364,0.168154,0.0427313,0.168154,0,0,5.88728,1.47187,0,75.8464,0.510584,1.41421,4.04106,233.467,0,0,9.95784,3.47722,8.33861,2.32454,0
Fetteresso,369791,783757,FETT-12,NA,NA,0,1,1,1,NA,698,705,712,719,0,0,0,18.4817,0.44804,0.808428,243.601,0.111401,0.520854,0,0.0311061,0,0,0,4.68,3.48037,0,97.3611,1.03217,3.32843,2.14271,174.34,0,0,8.23188,4.89222,7.07639,5.03165,0
Fetteresso,370504,783021,FETT-13,NA,NA,0,1,1,1,NA,698,705,712,719,0,0,0,17.7746,0.848253,0.394767,280.122,0.0582101,0.151747,0,0,0,0,0,4.98728,2.7725,0,97.3611,0.206482,2.62132,2.72849,300.463,0,0,8.55331,4.89222,7.07639,4.32454,0
Fetteresso,370170,781503,FETT-14,NA,NA,1,0,0,1,NA,699,706,713,720,0,0,0.0278261,16.8604,0.708433,0,295.498,0.172234,0,0.243304,0.0204367,0.243304,0,0,5.12205,1.815,0,97.3611,0.647874,1.70711,1.71263,312.163,0,0,17.4692,4.89222,7.07639,3.3539,0.0278261
Fetteresso,368989,782594,FETT-15,NA,NA,1,0,0,1,NA,698,705,712,719,0,0.144973,0,18.7746,0.762594,0.651644,430.529,0.487486,0.0924329,0,0,0,0,0,3.42,3.085,0,97.3611,0.0674578,3,1.1095,357.44,0,0,9.76015,4.89222,7.07639,4.84863,0
Fetteresso,368510,781360,FETT-16,NA,NA,0,0,1,1,NA,699,706,713,720,0,0.0474759,0.370632,18.763,0.305345,1.23959,405.567,0.325609,0.276547,0,0,0,0,0,3.29007,1.675,0,97.3611,0.188497,1.5,1.28146,349.388,0,0,14.6756,4.89222,7.07639,3.6917,0.370632
Fetteresso,369306,780311,FETT-17,NA,NA,1,0,0,0,NA,699,706,713,720,0,0,0.218029,17.1065,0.720374,0.125759,217.727,0.221209,0.00688832,0.0547085,0,0.0547085,0,0,3.49831,0.402426,0,91.9255,0.208947,0.5,0.787193,271.905,0,0,13.9955,3.8,8.10278,2.73851,0.218029
Fetteresso,367650,782709,FETT-18,NA,NA,0,0,1,1,NA,698,705,712,719,0,0,0.00871082,19.7746,0.84565,0.198033,393.998,0.0891667,0.0114191,0,0,0,0,0,2.43,3.2682,0,97.3611,0.308996,2.5,0.276777,352.941,0,0,7.76536,4.89222,7.07639,4.37307,0.00871082
Fetteresso,367902,780305,FETT-19,NA,NA,1,1,1,1,NA,699,706,713,720,0.0544505,0,0.0961987,18.5977,0.153365,0.979011,293.707,0.349203,0.0247903,0.316574,0.354622,0.0283916,0,0,2.12647,0.768198,0,91.9255,0,0.5,2.04072,299.223,0,0.288183,10.8328,3.8,8.10278,1.98459,0.0961987
Fetteresso,368130,779678,FETT-20,NA,NA,0,1,0,0,NA,699,706,713,720,0.166837,0,0.0430509,17.8914,0.0572408,0.104257,197.851,0.616482,0.0313819,0.472848,0.228642,0.373285,0,0,2.28463,0.175,0,91.9255,0,0,1.93376,250.619,0.508313,0.0995631,8.31966,3.8,8.10278,1.69222,0.0430509
Gartley,354084,830242,GART-01,0,0,0,0,0,0,435,442,449,456,463,0.350369,0,0.0618111,37.4919,0,0.121139,205.574,0.658492,0.0356237,0.552196,0,0.492325,0,0,0.72,1.00459,0,77.9033,0,0.5,2.48555,241.65,0,0.0598715,7.24789,4.77,8.09195,1.00186,0.0618111
Gartley,354318,831502,GART-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0321616,0,0.342937,35.9919,0.454088,0.359276,338.302,0.21364,0,0.170814,0,0.0200251,0,0,1.59551,0.97832,0,77.58,0.0291328,1.20711,0.987369,329.19,0,0.150789,16.0716,4.46222,8.48,1.13748,0.342937
Gartley,355819,831316,GART-03,NA,NA,NA,NA,0,NA,NA,NA,NA,454,NA,7.67E-05,0,0.0544477,35.3706,0,0.518558,327.325,0.635,0.218526,0.72695,0,0.639917,0,0,1.6264,1.63945,0,77.9033,0,1.41421,0.789325,289.064,0,0.0870327,8.74771,4.77,8.09195,2.60673,0.0544477
Gartley,353085,830875,GART-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.197333,0,0.10043,36.8523,0,0.434185,188.159,0.482717,0,0.702238,0,0.453565,0,0,0.36,0.105,0,77.9033,0.324345,0,2.34283,230.546,0.579038,0.248672,5.52304,4.77,8.09195,0.0774707,0.10043
Gartley,355302,833448,GART-05,NA,NA,NA,NA,0,0,NA,NA,NA,455,462,0.398759,0,0.206383,33.5777,0.0478955,0.243592,287.579,0.435,0,0.268007,0.0789554,0,0,0,3.0547,1.86986,0,77.58,0.411691,1.70711,0.326066,308.22,0,0.268007,14.1915,4.46222,8.48,1.61418,0.206383
Gartley,357213,833882,GART-06,NA,NA,NA,NA,0,0,NA,NA,NA,455,462,0.66538,0,0.0656508,33.0632,0.186192,0,278.874,0.475,0,0.0827773,0,0.0827773,0,0,1.49007,0.610919,0,87.9181,0.501528,0.5,0.916924,283.685,0,0,4.86225,5.19667,7.47694,1.51033,0.0656508
Gartley,356546,834550,GART-07,NA,NA,NA,NA,0,0,NA,NA,NA,455,462,0.14024,0,0.000306818,32.3872,0.129588,0.305776,293.185,0.525,0.066199,0.658112,0,0.403757,0,0,1.36279,0.947487,0,87.9181,0,1.20711,0.351924,154.674,0,0.254355,2.00326,5.19667,7.47694,1.23647,0.000306818
Gartley,356079,835163,GART-08,NA,NA,NA,NA,0,0,NA,NA,NA,455,462,0,0,0.290502,31.765,0.613762,0,317.126,1.01456,0,0.095736,0,0.0804646,0,0,1.34095,1.375,0,77.58,0,1.20711,0.565,175.308,0,0.0152714,2.77097,4.46222,8.48,1.46932,0.290502
Gartley,356120,833643,GART-09,NA,NA,NA,NA,0,1,NA,NA,NA,455,462,0,0,0.198045,33.265,0.801955,0,354.393,0.646899,0,0,0,0,0,0,2.50831,1.79619,0,77.58,0,2,0.461261,275.44,0,0,13.2348,4.46222,8.48,2.42454,0.198045
Gartley,354371,833029,GART-10,NA,NA,NA,NA,0,NA,NA,NA,NA,455,NA,0.0575137,0,0.258888,34.4919,0.612075,0.164859,302.242,0.155815,0,0.0710022,0,0.00222999,0,0,2.34375,1.2294,0,77.58,0.23523,1.20711,0.295,359.368,0,0.0687722,7.63538,4.46222,8.48,1.17276,0.258888
Gartley,353387,832689,GART-11,NA,NA,NA,NA,0,0,NA,NA,NA,456,463,0,0,0.0882017,35.3523,0.911798,0,326.731,1.05861,0,0,0,0,0,0,1.35,0.655772,0,77.58,0,0.5,1.27158,330.263,0,0,11.7926,4.46222,8.48,1.10991,0.0882017
Gartley,354325,832177,GART-12,NA,NA,NA,NA,0,0,NA,NA,NA,456,463,0.00288401,0,0.125427,35.4919,0.271181,1.46683,346.561,0.146791,0.150759,0.449748,0,0,0,0,1.82823,1.33187,0,77.58,0.415603,1.41421,0.504767,332.235,0,0.449748,18.5688,4.46222,8.48,1.49103,0.125427
Gartley,355247,832339,GART-13,NA,NA,NA,NA,0,0,NA,NA,NA,456,463,0,0,0,34.5777,0.463255,1.24335,330.828,0.503762,0.170276,0.280377,0,0,0,0,2.99558,2.18543,0,77.58,0,2.41421,0.278492,257.977,0,0.280377,4.09109,4.46222,8.48,2.08697,0
Gartley,356276,832637,GART-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.00950347,34.265,0.650267,0.953707,329.762,0.775,0.0880636,0.123006,0.12916,0,0,0,2.88,1.57062,0,77.58,0,1.5,0.81869,272.875,0,0.123006,3.80894,4.46222,8.48,3.02839,0.00950347
Gartley,356594,831622,GART-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.28313,35.3872,0.646258,0.416219,324.071,0.314142,0.0593221,0.0112898,0,0.00622592,0,0,1.92728,0.945599,0,87.9181,0,1.20711,1.28932,203.012,0,0.00506384,6.52209,5.19667,7.47694,2.82927,0.28313
Gartley,358013,833285,GART-16,NA,NA,NA,NA,0,0,NA,NA,NA,457,464,0,0,0.007486,33.8623,0.658402,0.875083,313.115,0.901213,0.334112,0,0,0,0,0,2.15735,0.394367,0,87.9181,0,0,0.41163,278.776,0,0,12.1456,5.19667,7.47694,2.3695,0.007486
Gartley,357232,832765,GART-17,NA,NA,NA,NA,1,0,NA,NA,NA,457,464,0,0,0,34.5632,0.885005,0.141568,338.601,0.778198,0.0348518,0,0.0801434,0,0,0,2.88375,0.570624,0,87.9181,0,0.5,1.36844,293.36,0,0,5.40016,5.19667,7.47694,3.01033,0
Gartley,358260,832178,GART-18,NA,NA,NA,NA,0,0,NA,NA,NA,457,464,0,0,0.0839352,34.765,0.450361,0.802474,324,0.751335,0.246772,0.112151,0.0798422,0.0170779,0,0,2.92368,0.402635,0,87.9181,0,0.5,1.91163,230.794,0,0.0950726,2.17523,5.19667,7.47694,2.57376,0.0839352
Gartley,357587,831616,GART-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263373,0,0.19149,35.3623,0.206987,0.363242,253.007,0.203211,0.107219,0.168348,0.0625831,0.165276,0,0,2.19728,0.145,0,87.9181,0.533988,0.5,2.28932,226.155,0.396296,0.00307147,9.55878,5.19667,7.47694,2.41506,0.19149
Gartley,356037,834245,GART-20,NA,NA,NA,NA,0,0,NA,NA,NA,457,464,0.189526,0,0.122984,32.765,0.593722,0.205908,299.73,0.425355,0.0148825,0.0229217,0.0559634,0,0,0,1.99919,1.61092,0,77.58,0.0721687,1.91421,0.933762,247.268,0,0.0229217,1.07656,4.46222,8.48,1.93837,0.122984
Hope,247169,960546,Hope-01,NA,0,0,1,1,0,1145,1152,1159,1166,1173,0,0,0.1597,1.85234,0.185996,0.680207,12.1377,0.313345,0.509566,0.0216104,0.0380168,0,0,0.00315265,0.36,0.761335,0,112.286,0.296271,0.5,2.01285,108.068,0,0.0216104,2.59677,2.82333,9.09972,0.451586,0.162853
Hope,247715,961099,Hope-02,1,1,1,1,1,1,1147,1154,1161,1168,1175,0,0,0.259595,1.55945,0,1.24991,55.0645,0.770624,0.622435,0.0239667,0.0898871,0,0,0,0.831838,1.21577,0,112.286,0,0.707107,1.4143,130.057,0,0.0239667,16.5787,2.82333,9.09972,0.895772,0.259595
Hope,249232,961013,Hope-03,NA,0,0,0,0,0,1145,1152,1159,1166,1173,0,1,0,2.3107,0,0,158.6,0.495,0,0,0,0,0,0,0.890955,2.16513,0,112.286,0,0.707107,1.33974,115.936,0,0,3.60621,2.82333,9.09972,1.96442,0
Hope,247637,959895,Hope-04,NA,0,0,0,0,0,1145,1152,1159,1166,1173,0,0,0.122347,2.55945,0.0216411,0.851915,77.3128,0.234695,0.815415,0.0379892,0.00260709,0,0,0,0,0.250919,0.663361,112.286,0.324468,0,1.72945,129.35,0.166677,0.0379892,5.56641,2.82333,9.09972,0.0917014,0.122347
Hope,249455,959913,Hope-05,NA,0,0,0,0,0,1147,1154,1161,1168,1175,0,0.719803,0.0679663,3.18077,0.210141,0.0616135,177.777,0.454558,0,0.00208967,0,0,0,0,0.18,1.75092,0.510817,112.286,0,0,2.54685,106.047,0,0.00208967,3.31974,2.82333,9.09972,1.55021,0.0679663
Hope,247468,958903,Hope-06,0,0,0,0,0,0,1147,1154,1161,1168,1175,0,0,0,2.755,0,0,4,0,0.0387064,0.209478,0,0.200858,0,0,0.763675,0.305,0,112.286,0,0,0.911041,67.0909,0,0.0086193,0.0360707,2.82333,9.09972,0.245065,0
